19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  0RE_23                       |D      |0RE                         |0RE_23                       |SAP         |SAP        |20,000,810,111,305 |2.1/01 |20,000,810,111,305 |       |         |         |Real Estate: Assets |RE: Asset Annual Values and Transactions|Real Estate: Asset Annual Values and Transactions           |
|  0RE_4                        |D      |0RE                         |0RE_4                        |SAP         |SAP        |20,030,408,125,353 |3.2/01 |20,030,408,125,353 |       |         |         |Conditions: Changes |Conditions: Changes                     |Conditions: Changes                                         |
|  0RE_5                        |D      |0RE                         |0RE_5                        |SAP         |SAP        |                 0 |2.0/02 |20,000,320,175,944 |       |         |         |RE: Costs & Revenues|Real Estate: Costs and Revenues         |Real Estate: Costs and Revenues                             |
|  0RE_6                        |D      |0RE                         |0RE_6                        |SAP         |SAP        |20,000,225,163,257 |2.0/02 |20,000,225,163,257 |       |         |         |RE: Stat.Key Figures|Real Estate: Statistical Key Figures    |Real Estate: Statistical Key Figures                        |
|  0RE_7                        |D      |0RE                         |0RE_7                        |SAP         |SAP        |                 0 |2.0/02 |20,000,320,175,944 |       |         |         |RE: Orders          |Real Estate: Orders for RE Objects      |Real Estate: Orders for Real Estate Objects                 |
|  0RE_8                        |D      |0RE                         |0RE_8                        |SAP         |SAP        |20,000,228,160,308 |2.0/02 |20,000,228,160,308 |       |         |         |RE: Maint. Orders   |Real Estate: Maintenance Orders         |Real Estate: Maintenance Orders                             |
|  0RE_9                        |D      |0RE                         |0RE_9                        |SAP         |SAP        |20,000,714,090,630 |2.1/01 |20,000,714,090,630 |       |         |         |RE: Occupancy       |Real Estate: Rental Unit Occupancy      |Real Estate: Rental Unit Occupancy                          |
|  0RF_ACT_HIER                 |D      |0RT_FS_IO                   |0RF_ACT_HIER                 |SAP         |SAP        |20,040,225,114,732 |3.5/02 |20,040,225,114,732 |       |         |         |Current Hierarchy   |Current Hierarchy                       |Current Hierarchy                                           |
|  0RF_ARTLIST_ATTR             |D      |0RT_FS_IO                   |0RF_ARTLIST_ATTR             |SAP         |SAP        |20,041,029,110,408 |7.0/02 |20,041,029,110,408 |       |         |         |Material List (Att.)|Material List (Attributes)              |Material List (Attributes)                                  |
|  0RF_CHARVAL_TEXT             |D      |0RT_FS_IO                   |0RF_CHARVAL_TEXT             |SAP         |SAP        |20,050,428,090,933 |7.0/02 |20,050,428,090,933 |       |         |         |Char. Value Descrptn|Characteristic Value Description        |Characteristic Value Description                            |
|  0RF_FIXT_ATTR                |D      |0RT_FS_IO                   |0RF_FIXT_ATTR                |SAP         |SAP        |20,040,312,175,451 |3.5/02 |20,040,312,175,451 |       |         |         |Fixture (Attribs)   |Fixture (Attributes)                    |Fixture (Attributes)                                        |
|  0RF_FIXT_TEXT                |D      |0RT_FS_IO                   |0RF_FIXT_TEXT                |SAP         |SAP        |20,040,312,181,112 |3.5/02 |20,040,312,181,112 |       |         |         |Fixture (Texts)     |Fixture (Texts)                         |Fixture (Texts)                                             |
|  0RF_OAPC_ASCQP               |D      |0RT_FOUND                   |0RF_OAPC_ASCQP               |SAP         |SAP        |20,040,326,223,724 |3.5/02 |20,040,326,223,724 |       |         |         |Assortment Characts |Assortment Characteristics              |Assortment Characteristics                                  |
|  0RF_PRGRP_ATTR               |D      |0RT_FS_IO                   |0RF_PRGRP_ATTR               |SAP         |SAP        |20,040,330,141,131 |3.5/02 |20,040,330,141,131 |       |         |         |Price Level Group   |Price Level Group (Attributes)          |Price Level Group (Attributes)                              |
|  0RF_SKU_ATTR                 |D      |0RT_FS_IO                   |0RF_SKU_ATTR                 |SAP         |SAP        |20,071,212,083,050 |7.0/03 |20,071,212,083,050 |       |         |         |Retail Fashion SKU  |Retail Fashion SKU (Attributes)         |Retail Fashion SKU (Attributes)                             |
|  0RF_SKU_TEXT                 |D      |0RT_FS_IO                   |0RF_SKU_TEXT                 |SAP         |SAP        |20,040,105,151,219 |3.5/02 |20,040,105,151,219 |       |         |         |Retail Fashion SKU  |Retail Fashion SKU (Texts)              |Retail Fashion SKU (Texts)                                  |
|  0RMP_MAPN_ABCLOCVGP_1        |D      |0RT_MAPN-IO                 |0RMP_MAPN_ABCLOCVGP_1        |SAP         |SAP        |20,030,710,224,021 |3.3/01 |20,030,710,224,021 |       |         |         |Location Assignment |Location Assignment with ABC Segmenation|Location Assignment Using ABC Segmentation                  |
|  0RPM_BUCKET_CAP_PLANNING     |D      |0RPM                        |0RPM_BUCKET_CAP_PLANNING     |SAP         |SAP        |20,061,019,082,627 |7.0/03 |20,061,019,082,627 |       |         |         |Bucket Capacity Plan|Bucket Capacity Planning                |Bucket Capacity Planning                                    |
|  0RPM_BUCKET_FIN_PLANNING     |D      |0RPM                        |0RPM_BUCKET_FIN_PLANNING     |SAP         |SAP        |20,060,204,201,539 |7.0/03 |20,060,204,201,539 |       |         |         |Bucket Financial Pla|Bucket Financial Planning               |Bucket Financial Planning                                   |
|  0RPM_COA_01                  |D      |0RPM                        |0RPM_COA_01                  |SAP         |SAP        |20,051,224,015,117 |7.0/03 |20,051,224,015,117 |       |         |         |Cost & Time Analysis|Cost & Time Analysis                    |Cost & Time Analysis                                        |
|  0RPM_GEN_01                  |D      |0RPM                        |0RPM_GEN_01                  |SAP         |SAP        |20,030,623,214,711 |3.3/01 |20,030,623,214,711 |       |         |         |Roletyp Executive In|Roletyp Executive Info                  |Roletyp Executive Info                                      |
|  0RPM_GEN_02                  |D      |0RPM                        |0RPM_GEN_02                  |SAP         |SAP        |20,030,624,002,738 |3.3/01 |20,030,624,002,738 |       |         |         |Stakeholder Info    |Stakeholder Info                        |Stakeholder Info                                            |
|  0RPM_ITEM_CAP_PLANNING       |D      |0RPM                        |0RPM_ITEM_CAP_PLANNING       |SAP         |SAP        |20,061,019,081,655 |7.0/03 |20,061,019,081,655 |       |         |         |Item Capacity Planni|Item Capacity Planning                  |Item Capacity Planning                                      |
|  0RPM_ITEM_FIN_PLANNING       |D      |0RPM                        |0RPM_ITEM_FIN_PLANNING       |SAP         |SAP        |20,060,207,063,355 |7.0/03 |20,060,207,063,355 |       |         |         |Item Financial Plann|Item Financial Planning                 |Item Financial Planning                                     |
|  0RPM_ITEM_PROJECT_GUID_MAP   |D      |0RPM-IO                     |0RPM_ITEM_PROJECT_GUID_MAP   |SAP         |SAP        |20,060,925,120,104 |7.0/03 |20,060,925,120,104 |       |         |         |Portfolio Item Link |Portfolio Item Link to cProjects Project|Portfolio Item Link to cProjects Projectdefinition          |
|  0RPM_PER_TASK_01             |D      |0RPM                        |0RPM_PER_TASK_01             |SAP         |SAP        |20,040,820,211,417 |3.5/03 |20,040,820,211,417 |       |         |         |Project Execution Re|Project Execution Reporting             |Project Execution Reporting                                 |
|  0RPM_PM_01                   |D      |0RPM                        |0RPM_PM_01                   |SAP         |SAP        |20,040,820,010,823 |3.5/03 |20,040,820,010,823 |       |         |         |Portfolio Management|Portfolio Management                    |Portfolio Management                                        |
|  0RPM_PORT_ITEM_DER_MANAGEMENT|D      |0RPM                        |0RPM_PORT_ITEM_DER_MANAGEMENT|SAP         |SAP        |20,051,213,205,059 |7.0/03 |20,051,213,205,059 |       |         |         |Portfolio Item Manag|Portfolio Item Management - Derived Data|Portfolio Item Management - Derived Data                    |
|  0RPM_PORT_ITEM_MANAGEMENT    |D      |0RPM                        |0RPM_PORT_ITEM_MANAGEMENT    |SAP         |SAP        |20,070,927,103,305 |7.0/03 |20,070,927,103,305 |       |         |         |Portfolio Item Manag|Portfolio Item Management               |Portfolio Item Management                                   |
|  0RPM_PORT_RELATION           |D      |0RPM                        |0RPM_PORT_RELATION           |SAP         |SAP        |20,061,006,231,410 |7.0/03 |20,061,006,231,410 |       |         |         |Portfolio Relation  |Portfolio Relation                      |Portfolio Relation                                          |
|  0RPM_PROJ_DEPENDENCY         |D      |0RPM                        |0RPM_PROJ_DEPENDENCY         |SAP         |SAP        |20,040,707,193,241 |3.5/03 |20,040,707,193,241 |       |         |         |Project Dependency  |Project Dependency                      |Project Dependency                                          |
|  0RPM_SRAR_01                 |D      |0RPM                        |0RPM_SRAR_01                 |SAP         |SAP        |20,061,019,075,536 |7.0/03 |20,061,019,075,536 |       |         |         |items relationship d|items relationship data                 |items relationship data                                     |
|  0RPM_SRAR_02                 |D      |0RPM                        |0RPM_SRAR_02                 |SAP         |SAP        |20,061,019,080,044 |7.0/03 |20,061,019,080,044 |       |         |         |items role data     |items role data                         |items role data                                             |
|  0RPM_SRAR_03                 |D      |0RPM                        |0RPM_SRAR_03                 |SAP         |SAP        |20,061,019,080,500 |7.0/03 |20,061,019,080,500 |       |         |         |items business partn|items business partner availability     |items business partner availability                         |
|  0RS_INFSOURCE_CROSS_UPLOAD   |D      |0RSCONT_TOOLS               |0RS_INFSOURCE_CROSS_UPLOAD   |SAP         |SAP        |20,040,109,084,017 |3.3/01 |20,040,109,084,017 |       |         |         |BI Content Analyser |BI Content Analyser - Cross Upload InfoS|BI Content Analyser - Cross Upload InfoSource               |
|  0RS_MESSAGE_INFOSOURCE       |D      |0RSCONT_TOOLS               |0RS_MESSAGE_INFOSOURCE       |SAP         |SAP        |20,031,125,115,547 |3.3/01 |20,031,125,115,547 |       |         |         |BI Content Analyser |BI Content Analyser - Messages          |BI Content Analyser - Messages                              |
|  0RS_TRAN_INFOSOURCE_LATEST   |D      |NODESNOTCONNECTED           |                             |SAP         |SAP        |20,031,110,081,630 |3.3/01 |20,031,110,081,630 |       |         |         |                    |                                        |                                                            |
|  0RS_TRAN_INFPACK             |D      |0RSCONT_TOOLS               |0RS_TRAN_INFPACK             |SAP         |SAP        |20,040,301,160,622 |3.3/01 |20,040,301,160,622 |       |         |         |BI Content Analyser |BI Content Analyser - Objects Data      |BI Content Analyser - Objects Data                          |
|  0RT_ASORT_ATTR               |D      |IS-R-IO                     |0RT_ASORT_ATTR               |SAP         |SAP        |20,040,331,022,920 |3.5/02 |20,040,331,022,920 |       |         |         |Assortment, Attribs |Assortment, Attributes                  |Assortment, Attributes                                      |
|  0RT_ASORT_TEXT               |D      |IS-R-IO                     |0RT_ASORT_TEXT               |SAP         |SAP        |20,040,331,024,933 |3.5/02 |20,040,331,024,933 |       |         |         |Assortments, Texts  |Assortments, Texts                      |Assortments, Texts                                          |
|  0RT_ASRTVRS_ATTR             |D      |0RT_MAPN-IO                 |0RT_ASRTVRS_ATTR             |SAP         |SAP        |20,050,314,192,154 |7.0/02 |20,050,314,192,154 |       |         |         |Layout Module Versio|Layout Module Version Attributes        |Layout Module Version Attributes                            |
|  0RT_ASRTVRS_ATTR_DEL         |D      |0RT_MAPN-IO                 |0RT_ASRTVRS_ATTR_DEL         |SAP         |SAP        |20,050,308,192,932 |7.0/02 |20,050,308,192,932 |       |         |         |Layout Module Versio|Layout Module Version Deletion          |Layout Module Version Deletion                              |
|  0RT_AVRSFIX_ATTR             |D      |0RT_FS_IO                   |0RT_AVRSFIX_ATTR             |SAP         |SAP        |20,070,116,182,910 |7.0/03 |20,070,116,182,910 |       |         |         |Fixture-Assmt Vers. |Assignment Fixture to Assortment Version|Assignment Fixture to Assortment Version                    |
|  0RT_AVRSFIX_ATTR_DEL         |D      |0RT_FS_IO                   |0RT_AVRSFIX_ATTR_DEL         |SAP         |SAP        |20,050,309,214,813 |7.0/02 |20,050,309,214,813 |       |         |         |Fixture Assignement |Fixture Assignement Deletion            |Fixture Assignement Deletion                                |
|  0RT_MAT_PLANT_ATTR           |D      |0RT_FOUND_IO                |0RT_MAT_PLANT_ATTR           |SAP         |SAP        |20,071,016,085,424 |7.0/03 |20,071,016,085,424 |       |         |         |ISR Attribs. for 0MA|IS-R Attributes for 0MAT_PLANT          |IS-R Attributes for 0MAT_PLANT                              |
|  0RT_RTL_1                    |D      |0RT_RTL                     |0RT_RTL_1                    |SAP         |SAP        |20,020,624,120,002 |3.1/01 |20,020,624,120,002 |       |         |         |Transaction Figures |Transaction Figures                     |Transaction Figures                                         |
|  0RT_SKUROLL_ATTR             |D      |0RT_MAPN-IO                 |0RT_SKUROLL_ATTR             |SAP         |SAP        |20,030,212,002,036 |3.2/01 |20,030,212,002,036 |       |         |         |Collection          |Collection                              |Collection                                                  |
|  0RT_WRF1_ATTR                |D      |0RT_MAPN-IO                 |0RT_WRF1_ATTR                |SAP         |SAP        |20,081,217,114,149 |7.0/04 |20,081,217,114,149 |       |         |         |Retail: Site        |Retail: Site                            |Retail: Site                                                |
|  0RT_WRF_ASORT_ATTR_DEL       |D      |IS-R-IO                     |0RT_WRF_ASORT_ATTR_DEL       |SAP         |SAP        |20,050,307,211,107 |7.0/02 |20,050,307,211,107 |       |         |         |Assortment Deletion |Assortment Deletion                     |Assortment Deletion                                         |
|  0RT_WRF_TDLOCAS_ATTR_DEL     |D      |0RT_MAPN-IO                 |0RT_WRF_TDLOCAS_ATTR_DEL     |SAP         |SAP        |20,050,307,225,337 |7.0/02 |20,050,307,225,337 |       |         |         |Assignment of Plants|Assignment of Plants to the Assortment D|Assignment of Plants to the Assortment Deletion             |
|  0RT_WRSZ_ATTR                |D      |0RT_MAPN-IO                 |0RT_WRSZ_ATTR                |SAP         |SAP        |20,040,916,203,523 |3.5/03 |20,040,916,203,523 |       |         |         |Assortment Assignmt |Assign Assortment Users to Assortments  |Assignment of Assortment Users to Assortments               |
|  0SBO_FI_GL_01                |D      |0SBO_FI_GL                  |0SBO_FI_GL_01                |SAP         |SAP        |20,030,625,025,838 |3.3/01 |20,030,625,025,838 |       |         |         |SBO General Ledger T|SBO General Ledger Transaction Data     |SBO General Ledger Transaction Data                         |
|  0SBO_FI_GL_02                |D      |0SBO_FI_GL                  |0SBO_FI_GL_02                |SAP         |SAP        |20,030,715,030,416 |3.3/01 |20,030,715,030,416 |       |         |         |SBO General Ledger L|SBO General Ledger Line Items Data      |SBO General Ledger Line Items Data                          |
|  0SBO_FI_PC_01                |D      |0SBO_FI_PCA                 |0SBO_FI_PC_01                |SAP         |SAP        |20,030,625,014,140 |3.3/01 |20,030,625,014,140 |       |         |         |SBO Profit Center Tr|SBO Profit Center Transaction Data      |SBO Profit Center Transaction Data                          |
|  0SBO_PUR_GR_GRET             |D      |0SBO_MM_PUR                 |0SBO_PUR_GR_GRET             |SAP         |SAP        |20,030,625,104,521 |3.3/01 |20,030,625,104,521 |       |         |         |SBO Goods receipt / |SBO Goods receipt / Goods return        |SBO Goods receipt / Goods return                            |
|  0SBO_PUR_IV_CM               |D      |0SBO_MM_PUR                 |0SBO_PUR_IV_CM               |SAP         |SAP        |20,030,625,104,826 |3.3/01 |20,030,625,104,826 |       |         |         |SBO Invoice / Credit|SBO Invoice / Credit memo               |SBO Invoice / Credit memo                                   |
|  0SBO_PUR_PO                  |D      |0SBO_MM_PUR                 |0SBO_PUR_PO                  |SAP         |SAP        |20,030,625,104,010 |3.3/01 |20,030,625,104,010 |       |         |         |SBO Purchase order  |SBO Purchase order                      |SBO Purchase order                                          |
|  0SBO_SALES_DE                |D      |0SBO_SD                     |0SBO_SALES_DE                |SAP         |SAP        |20,030,623,105,240 |3.3/01 |20,030,623,105,240 |       |         |         |SBO Sales Delivery  |SBO Sales Delivery                      |SBO Sales Delivery                                          |
|  0SBO_SALES_IN                |D      |0SBO_SD                     |0SBO_SALES_IN                |SAP         |SAP        |20,030,623,110,459 |3.3/01 |20,030,623,110,459 |       |         |         |SBO Sales Invoice   |SBO Sales Invoice                       |SBO Sales Invoice                                           |
|  0SBO_SALES_SO                |D      |0SBO_SD                     |0SBO_SALES_SO                |SAP         |SAP        |20,030,623,091,657 |3.3/01 |20,030,623,091,657 |       |         |         |SBO Sales Order     |SBO Sales Order                         |SBO Sales Order                                             |
|  0SCEM_1                      |D      |0SCEM                       |0SCEM_1                      |SAP         |SAP        |20,040,309,205,215 |3.5/02 |20,040,309,205,215 |       |         |         |SCEM - Event Handler|SCEM - Event Handler Header Data        |SCEM - Event Handler Header Data                            |
|  0SCEM_2                      |D      |0SCEM                       |0SCEM_2                      |SAP         |SAP        |20,070,314,092,449 |7.0/03 |20,070,314,092,449 |       |         |         |SCEM - Events (exp. |SCEM - Events (Expected and Unplanned)  |SCEM - Events (Expected and Unplanned)                      |
|  0SCEM_3                      |D      |0SCEM                       |0SCEM_3                      |SAP         |SAP        |20,070,314,092,654 |7.0/03 |20,070,314,092,654 |       |         |         |SCEM - Groups of Exp|SCEM - Groups of Expected Events        |SCEM - Groups of Expected Events                            |
|  0SCM_FRE_ANA_OP_MCHG_1       |D      |0FRE                        |0SCM_FRE_ANA_OP_MCHG_1       |SAP         |SAP        |20,070,403,131,857 |       |                 0 |       |         |         |Manually changed ord|Manually changed order proposals        |Manually changed order proposals                            |
|  0SCM_FRE_ANA_OP_STAT_1       |D      |0FRE                        |0SCM_FRE_ANA_OP_STAT_1       |SAP         |SAP        |20,040,216,214,954 |3.5/02 |20,040,216,214,954 |       |         |         |Order Proposal Stati|Order Proposal Statistics               |Order Proposal Statistics                                   |
|  0SCM_FRE_ANA_STCKEXC_1       |D      |0FRE                        |0SCM_FRE_ANA_STCKEXC_1       |SAP         |SAP        |20,060,616,195,549 |7.0/03 |20,060,616,195,549 |       |         |         |Stock Exceptions    |Stock Exceptions                        |Stock Exceptions                                            |
|  0SCM_FRE_ANA_VAR_1           |D      |0FRE                        |0SCM_FRE_ANA_VAR_1           |SAP         |SAP        |20,050,331,162,850 |7.0/02 |20,050,331,162,850 |       |         |         |Minimum Stock Varian|Minimum Stock Variances                 |Minimum Stock Variances                                     |
|  0SCM_FRE_ANA_WEEKLY_1        |D      |0FRE                        |0SCM_FRE_ANA_WEEKLY_1        |SAP         |SAP        |20,060,619,183,515 |7.0/03 |20,060,619,183,515 |       |         |         |Analytics Weekly Fig|Analytics Weekly Figures                |Analytics Weekly Figures                                    |
|  0SCM_FRE_MAT_PLANT_ATTR      |D      |0FRE                        |0SCM_FRE_MAT_PLANT_ATTR      |SAP         |SAP        |20,060,110,155,713 |7.0/03 |20,060,110,155,713 |       |         |         |0MAT_PLANT F&R Attri|0MAT_PLANT F&R Attributes               |0MAT_PLANT F&R Attributes                                   |
|  0SCM_FRE_REPL_EXC_1          |D      |0FRE                        |0SCM_FRE_REPL_EXC_1          |SAP         |SAP        |20,031,022,211,716 |3.5/02 |20,031,022,211,716 |       |         |         |F&R Replenishment Ex|F&R Replenishment Exceptions            |F&R Replenishment Exceptions                                |
|  0SCM_LIM_1                   |D      |0LIM                        |0SCM_LIM_1                   |SAP         |SAP        |20,021,206,130,150 |3.2/01 |20,021,206,130,150 |       |         |         |Inventory Data      |Inventory Data                          |Inventory Data                                              |
|  0SCM_LIM_2                   |D      |0LIM                        |0SCM_LIM_2                   |SAP         |SAP        |20,021,211,081,408 |3.2/01 |20,021,211,081,408 |       |         |         |Transaction Data    |Transaction Data                        |Transaction Data                                            |
|  0SEM_BENCH_01                |D      |0SEM_BENCH                  |0SEM_BENCH_01                |SAP         |SAP        |20,010,509,093,658 |3.0/01 |20,010,509,093,658 |       |         |         |Benchmark Data Uploa|Benchmark Data Upload via .csv-File     |Benchmark Data Upload via .csv-File                         |
|  0SEM_BSC                     |D      |0SEM_BSC                    |0SEM_BSC                     |SAP         |SAP        |20,000,821,130,223 |2.1/01 |20,000,821,130,223 |       |         |         |Balanced Scorecard V|Balanced Scorecard Values for Initiative|Balanced Scorecard Values for Initiatives                   |
|  0SEM_RISK_1                  |D      |0SEM_RISK                   |0SEM_RISK_1                  |SAP         |SAP        |20,020,823,101,854 |3.1/01 |20,020,823,101,854 |       |         |         |Risk Management -   |Risk Management - Values for Risks      |Risk Management - Values for Risks                          |
|  0SEM_RISK_2                  |D      |0SEM_RISK                   |0SEM_RISK_2                  |SAP         |SAP        |20,020,820,161,622 |3.1/01 |20,020,820,161,622 |       |         |         |Risk Management -   |Risk Management-Target Val. for Measures|Risk Management - Target Values for Measures                |
|  0SEM_RISK_3                  |D      |0SEM_RISK                   |0SEM_RISK_3                  |SAP         |SAP        |20,020,823,101,413 |3.1/01 |20,020,823,101,413 |       |         |         |Risk Management -   |Risk Management - Status                |Risk Management - Status                                    |
|  0SERVICE_ATTR                |D      |MM-IO                       |0SERVICE_ATTR                |SAP         |SAP        |20,020,305,093,855 |3.0/02 |20,020,305,093,855 |       |         |         |Serv. no. (attribs.)|Service number (attributes)             |Service number (attributes)                                 |
|  0SERVICE_TEXT                |D      |MM-IO                       |0SERVICE_TEXT                |SAP         |SAP        |20,020,305,152,511 |3.0/02 |20,020,305,152,511 |       |         |         |Service No. (Texts) |Service Number (Texts)                  |Service Number (Texts)                                      |
|  0SETTLEUNIT_ATTR             |D      |0REFX-IO                    |0SETTLEUNIT_ATTR             |SAP         |SAP        |20,040,310,154,852 |3.5/02 |20,040,310,154,852 |       |         |         |Settlement Unit (Fle|Settlement Unit (Flexible Update)       |Settlement Unit (Flexible Update)                           |
|  0SETTLEUNIT_TEXT             |D      |0REFX-IO                    |0SETTLEUNIT_TEXT             |SAP         |SAP        |20,030,526,100,747 |3.3/01 |20,030,526,100,747 |       |         |         |Settlement Unit (Fle|Settlement Unit (Flexible Update)       |Settlement Unit (Flexible Update)                           |
|  0SLL_CD_1                    |D      |0SLL                        |0SLL_CD_1                    |SAP         |SAP        |20,060,119,163,552 |7.0/03 |20,060,119,163,552 |       |         |         |Customs Document    |Customs Document                        |Customs Document                                            |
|  0SLL_CD_1B                   |D      |0SLL                        |0SLL_CD_1B                   |SAP         |SAP        |20,060,119,164,345 |7.0/03 |20,060,119,164,345 |       |         |         |Suppl. Customs Decl.|Suppl. Customs Declar. Bonded Warehouse |Suppl. Customs Declar. Bonded Warehouse to Free Circulation |
|  0SLL_CD_2                    |D      |0SLL                        |0SLL_CD_2                    |SAP         |SAP        |20,041,020,144,459 |3.5/03 |20,041,020,144,459 |       |         |         |Customs Doc. - Legal|Customs Document - Legal Control        |Customs Document - Legal Control                            |
|  0SLL_CD_3                    |D      |0SLL                        |0SLL_CD_3                    |SAP         |SAP        |20,060,113,135,331 |7.0/03 |20,060,113,135,331 |       |         |         |Termination of Custo|Termination of Customs Procedure with Ec|Termination of Customs Procedure with Economic Significance |
|  0SM_DSWPBI_BPM               |D      |NODESNOTCONNECTED           |0SM_DSWPBI_BPM               |SAP         |SAP        |20,070,410,120,713 |7.0/03 |20,070,410,120,713 |       |         |         |BPM Data            |BPM Data                                |BPM Data                                                    |
|  0SM_DSWPBI_DB390             |D      |0SM_SMG                     |0SM_DSWPBI_DB390             |SAP         |SAP        |20,051,118,133,457 |7.0/03 |20,051,118,133,457 |       |         |         |DB390 Data          |DB390 Data                              |DB390 Data                                                  |
|  0SM_DSWPBI_DB4               |D      |0SM_SMG                     |0SM_DSWPBI_DB4               |SAP         |SAP        |20,051,118,130,147 |7.0/03 |20,051,118,130,147 |       |         |         |DB400 Data          |DB400 Data                              |DB400 Data                                                  |
|  0SM_DSWPBI_DBADA             |D      |0SM_SMG                     |0SM_DSWPBI_DBADA             |SAP         |SAP        |20,051,012,090,013 |7.0/03 |20,051,012,090,013 |       |         |         |Adabas Data         |Adabas Data                             |Adabas Data                                                 |
|  0SM_DSWPBI_DBDB2             |D      |0SM_SMG                     |0SM_DSWPBI_DBDB2             |SAP         |SAP        |20,051,012,090,310 |7.0/03 |20,051,012,090,310 |       |         |         |DB2 Data            |DB2 Data                                |DB2 Data                                                    |
|  0SM_DSWPBI_DBINF             |D      |0SM_SMG                     |0SM_DSWPBI_DBINF             |SAP         |SAP        |20,051,012,091,046 |7.0/03 |20,051,012,091,046 |       |         |         |Informix Data from E|Informix Data from EarlyWatch Alert     |Informix Data from EarlyWatch Alert                         |
|  0SM_DSWPBI_DBMSS             |D      |0SM_SMG                     |0SM_DSWPBI_DBMSS             |SAP         |SAP        |20,051,012,091,850 |7.0/03 |20,051,012,091,850 |       |         |         |Microsoft SQL Server|Microsoft SQL Server data               |Microsoft SQL Server data                                   |
|  0SM_DSWPBI_DBORA             |D      |0SM_SMG                     |0SM_DSWPBI_DBORA             |SAP         |SAP        |20,051,012,090,545 |7.0/03 |20,051,012,090,545 |       |         |         |Oracle Data         |Oracle Data                             |Oracle Data                                                 |
|  0SM_DSWPBI_MODUL             |D      |0SM_SMG                     |0SM_DSWPBI_MODUL             |SAP         |SAP        |20,051,012,085,104 |7.0/03 |20,051,012,085,104 |       |         |         |Module Data         |Module Data                             |Module Data                                                 |
|  0SM_DSWPBI_PERF              |D      |0SM_SMG                     |0SM_DSWPBI_PERF              |SAP         |SAP        |20,051,004,122,801 |7.0/03 |20,051,004,122,801 |       |         |         |Performance Data    |Performance Data                        |Performance Data                                            |
|  0SM_DSWPBI_SERVER            |D      |0SM_SMG                     |0SM_DSWPBI_SERVER            |SAP         |SAP        |20,070,531,092,155 |7.0/03 |20,070,531,092,155 |       |         |         |Server Data         |Server Data                             |Server Data                                                 |
|  0SM_DSWPBI_SYSDATA           |D      |0SM_SMG                     |0SM_DSWPBI_SYSDATA           |SAP         |SAP        |20,051,208,134,808 |7.0/03 |20,051,208,134,808 |       |         |         |System Details Data |System Details Data                     |System Details Data                                         |
|  0SM_DSWPBI_SYSTEM            |D      |0SM_SMG                     |0SM_DSWPBI_SYSTEM            |SAP         |SAP        |20,051,012,083,606 |7.0/03 |20,051,012,083,606 |       |         |         |System Data         |System Data                             |System Data                                                 |
|  0SOP_BUSUNT_TEXT             |D      |0SOP                        |0SOP_BUSUNT_TEXT             |SAP         |SAP        |20,060,502,143,001 |7.0/03 |20,060,502,143,001 |       |         |         |SOP Business Unit: T|SOP Business Unit: Text                 |SOP Business Unit: Text                                     |
|  0SOP_PLANNING                |D      |0SOP                        |0SOP_PLANNING                |SAP         |SAP        |20,070,503,075,332 |7.0/03 |20,070,503,075,332 |       |         |         |SOP Planning Data   |SOP Planning Data                       |SOP Planning Data                                           |
|  0SOP_PROD1_TEXT              |D      |0SOP                        |0SOP_PROD1_TEXT              |SAP         |SAP        |20,060,502,143,321 |7.0/03 |20,060,502,143,321 |       |         |         |SOP Product Family: |SOP Product Family: Text                |SOP Product Family: Text                                    |
|  0SOP_PROD2_TEXT              |D      |0SOP                        |0SOP_PROD2_TEXT              |SAP         |SAP        |20,060,502,143,628 |7.0/03 |20,060,502,143,628 |       |         |         |SOP Product Subfamil|SOP Product Subfamily: Text             |SOP Product Subfamily: Text                                 |
|  0SOP_REGION_TEXT             |D      |0SOP                        |0SOP_REGION_TEXT             |SAP         |SAP        |20,060,502,143,952 |7.0/03 |20,060,502,143,952 |       |         |         |SOP Region: Text    |SOP Region: Text                        |SOP Region: Text                                            |
|  0SOP_RES_TEXT                |D      |0SOP                        |0SOP_RES_TEXT                |SAP         |SAP        |20,070,419,155,538 |7.0/03 |20,070,419,155,538 |       |         |         |SOP Resource: Text  |SOP Resource: Text                      |SOP Resource: Text                                          |
|  0SPAIN_LOPD_LOG_H            |D      |0COUNTRY_SPAIN              |0SPAIN_LOPD_LOG_H            |SAP         |SAP        |20,060,118,095,126 |7.0/03 |20,060,118,095,126 |       |         |         |LOPD Logs: Hdr. Data|LOPD Logs: Header Data                  |LOPD Logs: Header Data                                      |
