19.04.2015                                                                                                                                  Dynamic List Display                                                                                                                                         1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  UPDID                    |OBJVERS|INFOCUBE     |ISOURCE                      |URPROGID                 |WIPROGID                 |       TIMESTMPCUBE|TSTPNM  |           TIMESTMP|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|EXPERTMODE|STARTROUTINE|ODSPROGID                |TNAME|
|  4M1FYNWFGCJFQBAB665TULF2H|A      |ZO00136      |8ZO00179                     |4M1FYO43ZB558XTRC0864NDS9|                         |20,150,301,022,855 |10131153|20,150,301,023,402 |ACT    |       |                 0 |10165304|      |X      |          |            |4M1FYOBSI9QURKD7HUAIEPCI1|     |
|  4M1FYNWFGCJFQBAB665TULF2H|M      |ZO00136      |8ZO00179                     |4M1FYO43ZB558XTRC0864NDS9|                         |20,150,301,022,855 |10131153|20,150,301,023,402 |ACT    |       |                 0 |10165304|      |X      |          |            |4M1FYOBSI9QURKD7HUAIEPCI1|     |
|  4M9EU02W80NPXOKYLJ21B410X|D      |0RT_DS01     |0SCM_FRE_MAT_PLANT_ATTR      |4OE4ZC1HLEEE2URIT6RK5FO6P|                         |20,051,212,154,012 |SAP     |20,051,213,102,542 |INA    |7.0/03 |20,051,213,102,542 |SAP     |      |       |          |            |4QIV4O02YS5280Y30UH2ZRBCH|     |
|  4MC5R2YIH0T2VMHJ2LJJEI4WR|D      |0PS_C041     |0PS_CSH_NWA                  |4QLM1QVP7SAF5YUNHWYL35F8B|4SQC72UAL613B517PKO3XH2E3|20,041,206,142,016 |SAP     |20,041,208,102,413 |INA    |3.5/03 |20,041,208,102,413 |SAP     |      |       |          |            |                         |     |
|  4MEPNBW8PM06ZLTCOAKUFSM7P|D      |0CRM_PROI    |0CRM_SERVICE_PROCESS_I       |4QO5XZTFGDHJ9Y6H3LZW4FWJ9|                         |20,060,731,125,224 |SAP     |20,060,731,131,110 |INA    |7.0/03 |20,060,731,131,110 |SAP     |      |       |          |        9998|4SSW3BS0TR87F4D1B9PEYRJP1|     |
|  4MFKP07A9KK946STWA1TQNL6E|D      |0PLANT       |0RT_WRF1_ATTR                |4QP0ZO4H0C1LEJ5YBLGVFAVHY|                         |20,091,029,101,238 |SAP     |20,100,129,143,514 |INA    |7.0/04 |20,100,129,143,514 |SAP     |      |       |          |            |                         |     |
|  4MFMI6I303C545G7TBP2JI7IH|A      |ZC00191      |8ZO00078                     |4MFMI6PRJ1XUMRZNZ5RETK689|4MFMI6XG20JK5EJ44ZTR3M4Y1|20,150,309,201,329 |50327882|20,150,312,191,314 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4MFMI6I303C545G7TBP2JI7IH|M      |ZC00191      |8ZO00078                     |4MFMI6PRJ1XUMRZNZ5RETK689|4MFMI6XG20JK5EJ44ZTR3M4Y1|20,150,309,201,329 |50327882|20,150,312,191,314 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4MH07A0EW5N3I2K7JA6KLNC09|A      |ZC00191      |8ZO00077                     |4MH07A83F48T0P3NP48WVPAQ1|4MH07AFRY2UIJBN3UYB95R9FT|20,150,309,201,329 |50327882|20,150,312,191,226 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4MH07A0EW5N3I2K7JA6KLNC09|M      |ZC00191      |8ZO00077                     |4MH07A83F48T0P3NP48WVPAQ1|4MH07AFRY2UIJBN3UYB95R9FT|20,150,309,201,329 |50327882|20,150,312,191,226 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4MIOOUK54JAGT1FV3KR8D3JBD|A      |ZO00182      |8ZO00077                     |4MIOOURTNHW6BNZB9ETKN5I15|                         |20,110,819,182,632 |10175216|20,121,015,163,525 |ACT    |       |                 0 |10130903|      |X      |          |        9998|4MIOOUZI6GHVUAIRF8VWX7GQX|     |
|  4MIOOUK54JAGT1FV3KR8D3JBD|M      |ZO00182      |8ZO00077                     |4MIOOURTNHW6BNZB9ETKN5I15|                         |20,110,819,182,632 |10175216|20,121,015,163,525 |ACT    |       |                 0 |10130903|      |X      |          |        9998|4MIOOUZI6GHVUAIRF8VWX7GQX|     |
|  4MIOSBLDRSNTZY0Y2YV412MX5|A      |ZO00182      |8ZO00078                     |4MIOSBT2AR9JIKKE8SXGB4LMX|                         |20,110,819,182,632 |10175216|20,121,015,165,107 |ACT    |       |                 0 |10130903|      |X      |          |        9998|4MIOSC0QTPV9173UEMZSL6KCP|     |
|  4MIOSBLDRSNTZY0Y2YV412MX5|M      |ZO00182      |8ZO00078                     |4MIOSBT2AR9JIKKE8SXGB4LMX|                         |20,110,819,182,632 |10175216|20,121,015,165,107 |ACT    |       |                 0 |10130903|      |X      |          |        9998|4MIOSC0QTPV9173UEMZSL6KCP|     |
|  4MPLQ4L0XD6ICFXEZ4CRPKP6X|A      |ZO00185      |KS00216                      |4MPLQ4SPGBS7V2GV4YF3ZMNWP|                         |20,110,822,165,951 |10130903|20,110,822,171,204 |ACT    |       |                 0 |10130903|      |X      |          |            |4MPLQ50DZADXDP0BASHG9OMMH|     |
|  4MPLQ4L0XD6ICFXEZ4CRPKP6X|M      |ZO00185      |KS00216                      |4MPLQ4SPGBS7V2GV4YF3ZMNWP|                         |20,110,822,165,951 |10130903|20,110,822,171,204 |ACT    |       |                 0 |10130903|      |X      |          |            |4MPLQ50DZADXDP0BASHG9OMMH|     |
|  4MR2A7Z0I8AZ72FPXBP5F7JVF|D      |0DF_C11      |80DF_DS17                    |4R0IKVW78ZSBHESUCN473UU6Z|4T58Q7USMDIZMKZEKATPY6HCR|20,051,208,153,339 |SAP     |20,051,208,153,425 |INA    |7.0/03 |20,051,208,153,425 |SAP     |      |       |          |            |                         |     |
|  4MW5JFC5V6CMAW0AXXOT26NXS|D      |0SM_PERF     |80SM_OPERF                   |4R5LU39CLXTYL8DFD93UQTY9C|4TABZF7XZBKMQEJZKWTDL5LF4|20,050,812,095,113 |SAP     |20,070,430,041,213 |INA    |7.0/03 |20,070,208,171,108 |SAP     |      |       |          |            |                         |     |
|  4MWZ620Q82DK71ZIX7RU3OX6E|D      |0AUVEHICLE   |0AU_PVR_SET_VEH_SPEC_ATTR    |4R6FGPXWYTUWHECNCJ6VSC7HY|                         |20,030,124,133,641 |SAP     |20,030,212,234,544 |INA    |3.2/01 |20,030,212,234,544 |SAP     |      |       |          |        9998|                         |     |
|  4N0BBUJP0G1QVSJRVYJMM7YXH|D      |0LOM_C06     |80LOM_DS09                   |4P51H6IADTSF0YQC3M95GJM39|4R9RMIGVR7J364WWB9YOAV991|20,021,025,123,505 |SAP     |20,021,025,123,713 |INA    |3.1/01 |20,021,025,123,713 |SAP     |      |       |          |            |                         |     |
|  4NCUB6VWO8VZK0AYKI5XBVSLL|A      |ZMATPLANT    |ZX_ZKPA                      |4NCUB73L77HP2MUEQC89LXRBD|                         |20,030,821,122,707 |10160743|20,111,122,133,130 |ACT    |       |                 0 |10160743|      |X      |          |        9998|                         |     |
|  4NCUB6VWO8VZK0AYKI5XBVSLL|M      |ZMATPLANT    |ZX_ZKPA                      |4NCUB73L77HP2MUEQC89LXRBD|                         |20,030,821,122,707 |10160743|20,111,122,133,130 |ACT    |       |                 0 |10160743|      |X      |          |        9998|                         |     |
|  4NECGFOJ0SN42FOY9WSMGSXOP|A      |ZKPA         |ZX_ZKPA                      |4NECGFW7JR8TL28EFQUYQUWEH|                         |20,070,912,130,353 |10160743|20,111,005,112,605 |ACT    |       |                 0 |10160743|      |X      |          |            |                         |     |
|  4NECGFOJ0SN42FOY9WSMGSXOP|M      |ZKPA         |ZX_ZKPA                      |4NECGFW7JR8TL28EFQUYQUWEH|                         |20,070,912,130,353 |10160743|20,111,005,112,605 |ACT    |       |                 0 |10160743|      |X      |          |            |                         |     |
|  4NHIUJYIUGJMY4TDP9HWCMEUH|D      |0HC_DS35     |0HC_PCS                      |4RQZ57VPL80Z8H6I4KWY19P61|                         |20,040,913,125,945 |SAP     |20,040,913,130,548 |INA    |3.5/03 |20,040,913,130,548 |SAP     |      |       |          |            |4TVPAJUAYLRNDND2C8MGVLCBT|     |
|  4NKFG4RU3X6ED6LIQXAOO31C4|A      |ZC00196      |8ZO00174                     |4NKFG4ZIMVS3VT4YWRD0Y501W|4NKFG5775UDTEFOF2LFD86YRO|20,140,116,202,017 |IMPACT  |20,140,222,222,338 |ACT    |       |                 0 |50221927|      |X      |          |        9998|                         |     |
|  4NKFG4RU3X6ED6LIQXAOO31C4|M      |ZC00196      |8ZO00174                     |4NKFG4ZIMVS3VT4YWRD0Y501W|4NKFG5775UDTEFOF2LFD86YRO|20,140,116,202,017 |IMPACT  |20,140,222,222,338 |ACT    |       |                 0 |50221927|      |X      |          |        9998|                         |     |
|  4NMBZLFX7ELJ2YBS75Z74W4VE|D      |0UCCM_C03    |80UCCMDS09                   |4RVSA9D3Y62VDAOWMHE8TJF6Y|4U0IFLBPBJTJIGVGU53RNV2CQ|20,050,812,104,839 |SAP     |20,060,118,123,129 |INA    |7.0/03 |20,060,118,123,129 |SAP     |      |       |          |        9998|                         |     |
|  4NSBND17CZ3QV6Y741KRMCGP0|A      |ZO00194      |8ZO00077                     |4NSBND8VVXPGDTHN9VN3WEFES|                         |20,121,114,083,422 |10093724|20,130,220,192,629 |ACT    |       |                 0 |10166815|      |X      |          |        9998|4NSBNDGKEWB5WG13FPPG6GE4K|     |
|  4NSBND17CZ3QV6Y741KRMCGP0|M      |ZO00194      |8ZO00077                     |4NSBND8VVXPGDTHN9VN3WEFES|                         |20,121,114,083,422 |10093724|20,130,220,192,629 |ACT    |       |                 0 |10166815|      |X      |          |        9998|4NSBNDGKEWB5WG13FPPG6GE4K|     |
|  4NSQEKKA8IN30OV5DVPC21R44|A      |ZC00193      |8ZO00077                     |4NSQEKRYRH8SJBELJPROC3PTW|4NSQEKZNAFUI1XY1PJU0M5OJO|20,140,827,085,355 |30104675|20,140,827,093,843 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NSQEKKA8IN30OV5DVPC21R44|M      |ZC00193      |8ZO00077                     |4NSQEKRYRH8SJBELJPROC3PTW|4NSQEKZNAFUI1XY1PJU0M5OJO|20,140,827,085,355 |30104675|20,140,827,093,843 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTD9RUNSWH7WJ2WXY8F6MNB8|A      |ZC00197      |8ZO00077                     |4NTD9S2CBV2XF5MD3SARGOM10|4NTD9SA0UTOMXS5T9MD3QQKQS|20,111,117,184,719 |10093724|20,111,117,185,529 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTD9RUNSWH7WJ2WXY8F6MNB8|M      |ZC00197      |8ZO00077                     |4NTD9S2CBV2XF5MD3SARGOM10|4NTD9SA0UTOMXS5T9MD3QQKQS|20,111,117,184,719 |10093724|20,111,117,185,529 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTD9YOGNNRWGKDA4OBC4DI84|A      |ZC00197      |8ZO00078                     |4NTD9YW56MDLZ6WQAIDOEFGXW|4NTD9Z3TPKZBHTG6GCG0OHFNO|20,111,117,184,719 |10093724|20,111,117,190,114 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTD9YOGNNRWGKDA4OBC4DI84|M      |ZC00197      |8ZO00078                     |4NTD9YW56MDLZ6WQAIDOEFGXW|4NTD9Z3TPKZBHTG6GCG0OHFNO|20,111,117,184,719 |10093724|20,111,117,190,114 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTF1DQCB2WGR8B3VVUJ221DW|A      |ZC00193      |8ZO00078                     |4NTF1DY0U1I69UUK1PWVC403O|4NTF1E5PD03VSHE07JZ7M5YTG|20,140,827,085,355 |30104675|20,140,827,093,955 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NTF1DQCB2WGR8B3VVUJ221DW|M      |ZC00193      |8ZO00078                     |4NTF1DY0U1I69UUK1PWVC403O|4NTF1E5PD03VSHE07JZ7M5YTG|20,140,827,085,355 |30104675|20,140,827,093,955 |ACT    |       |                 0 |10093724|      |X      |          |        9998|                         |     |
|  4NZACYBHTX1RXFRM7YQC6QKCQ|D      |0RE_C05      |0RE_5                        |4S8QNM8OKOJ47S4QNA5DVDUOA|4UDGSY79Y29SCYBAUXUWPPHU2|20,000,329,104,902 |SAP     |20,000,329,145,112 |INA    |2.0/02 |20,000,329,145,112 |SAP     |      |       |          |            |                         |     |
|  4O2V5A57W7VJA86LWQ7ON6CJ6|D      |0PRODUCT     |0CRM_PRODUCT_ATTR            |4SCBFY2EMZCVKKJQC1MQBTMUQ|                         |20,030,326,113,140 |SAP     |20,030,617,153,705 |INA    |3.2/01 |20,030,307,154,412 |SAP     |      |       |          |        9998|                         |     |
|  4O3HK6P0Y44XHLX9VN0COV8TX|D      |0PA_DS02     |0HR_PA_2                     |4SCXUUM7OVM9RYAEAYFEDIJ5H|                         |20,030,329,012,224 |SAP     |20,030,526,151,228 |INA    |3.3/01 |20,030,526,151,228 |SAP     |      |       |          |            |4UHO06KT29CXX4GYIM4X7U6B9|     |
|  4O6UCN6UEWNOD1GKV58VKT868|D      |0COOM_C02    |0CO_OM_NAE_1                 |4SGANB415O50NDTPAGNX9GIHS|4UL0SN2MJ1VOSK09I4DG3S5NK|20,080,820,122,152 |SAP     |20,080,820,122,812 |INA    |7.0/04 |20,080,820,122,812 |SAP     |      |       |          |            |                         |     |
|  4OJFS2QK9YPE7YRBL06S7IS55|D      |0HC_C04      |80HC_DS04                    |94IVWWOTI0S0PENNKURQT7ZCI|3BV2PENCJQB2KK98WG1V7UYTP|20,010,725,064,904 |SAP     |20,020,801,133,650 |INA    |3.1/01 |20,020,801,133,650 |SAP     |      |       |          |            |                         |     |
|  4OQ6YEK9M31VE28906VBR2V7O|A      |ZO00172      |8ZO00172                     |4OQ6YERY51NKWORP60XO14TXG|                         |20,110,915,114,836 |50221927|20,120,202,125,445 |ACT    |       |                 0 |50221927|      |X      |          |            |4OQ6YEZMO09AFBB5BV00B6SN8|     |
|  4OQ6YEK9M31VE28906VBR2V7O|M      |ZO00172      |8ZO00172                     |4OQ6YERY51NKWORP60XO14TXG|                         |20,110,915,114,836 |50221927|20,120,202,125,445 |ACT    |       |                 0 |50221927|      |X      |          |            |4OQ6YEZMO09AFBB5BV00B6SN8|     |
|  4OW9OYM5JY6HSC5BIXHY6LYTG|A      |ZC00159      |8ZC00190                     |4OW9OYTU2WS7AYORORKAGNXJ8|4OW9OZ1ILVDWTL87ULMMQPW90|20,150,310,145,438 |50327882|20,150,312,192,033 |ACT    |       |                 0 |10165849|      |X      |          |        9998|                         |     |
|  4OW9OYM5JY6HSC5BIXHY6LYTG|M      |ZC00159      |8ZC00190                     |4OW9OYTU2WS7AYORORKAGNXJ8|4OW9OZ1ILVDWTL87ULMMQPW90|20,150,310,145,438 |50327882|20,150,312,192,033 |ACT    |       |                 0 |10165849|      |X      |          |        9998|                         |     |
|  4OWN5N1IJWI7DQGX7IEYPBTJG|D      |0EM_C01      |80EM_DS03                    |4T63GAYPANZJO2U1MTU0DZ3V0|4VATLMXAO1Q7T90LUHJJ8AR0S|20,030,827,183,256 |SAP     |20,040,203,191,801 |INA    |3.5/02 |20,040,203,191,801 |SAP     |      |       |          |        9998|                         |     |
|  4OZ6QQ0QS942YNH1AP7BA0DQR|D      |0EPS_C01     |80IC_C03                     |4T8N1DXXJ0LF8ZU5Q0MCYNO2B|4VDD6PWIWEC3E60PXOBVSZB83|20,030,807,073,041 |SAP     |20,030,807,073,235 |INA    |3.3/01 |20,030,807,073,235 |SAP     |      |       |          |            |                         |     |
|  4OZ81JT161D42BH4P9CI60A6C|A      |ZC00014      |8ZO00194                     |4OZ81K0POZYTKY0KV3EUG28W4|4OZ81K8E7YKJ3KK10XH6Q47LW|20,150,312,125,925 |30104675|20,150,313,165,923 |ACT    |       |                 0 |30104675|      |X      |          |        9998|                         |     |
|  4OZ81JT161D42BH4P9CI60A6C|M      |ZC00014      |8ZO00194                     |4OZ81K0POZYTKY0KV3EUG28W4|4OZ81K8E7YKJ3KK10XH6Q47LW|20,150,312,125,925 |30104675|20,150,313,165,923 |ACT    |       |                 0 |30104675|      |X      |          |        9998|                         |     |
|  4OZ85K99QRLZC782FNDF8Y4XW|A      |ZO00002      |8ZO00194                     |4OZ85KGY9Q7OUTRILHFRJ03NO|                         |20,111,018,151,708 |10131153|20,150,121,222,358 |ACT    |       |                 0 |30104675|      |X      |          |        9998|4OZ85KOMSOTEDGAYRBI3T22DG|     |
|  4OZ85K99QRLZC782FNDF8Y4XW|M      |ZO00002      |8ZO00194                     |4OZ85KGY9Q7OUTRILHFRJ03NO|                         |20,111,018,151,708 |10131153|20,150,121,222,358 |ACT    |       |                 0 |30104675|      |X      |          |        9998|4OZ85KOMSOTEDGAYRBI3T22DG|     |
|  4PBWBZMUIZ6J6TGWN4M5PS42Z|D      |0UCCM_C02    |80UCCMDS20                   |4TLCMNK19QNVH5U12G17EFEEJ|4VQ2RZIMN4EJMC0LA3QQ8R1KB|20,050,929,135,623 |SAP     |20,050,928,094,658 |INA    |7.0/03 |20,050,928,094,658 |SAP     |      |       |          |        9998|                         |     |
|  4PCYXTFGKN259TB6JTUX9LKOL|D      |0PF_DS04     |0HR_PA_PF_4                  |4TMF8HCNBEJHK5OAZ59YY8V05|                         |20,030,605,183,914 |SAP     |20,030,605,183,937 |INA    |3.3/01 |20,030,605,183,937 |SAP     |      |       |          |            |4VR5DTB8OSA5PBUV6SZHSKI5X|     |
|  4PHJIV23JPXLMV5AFYHKF6CF0|D      |0BADRDS07    |0BA_BA_DR_7                  |CPDG34GHP8VFTV9BWHB82TH1Z|                         |20,061,201,090,939 |SAP     |20,061,201,122,710 |INA    |7.0/03 |20,061,201,122,710 |SAP     |      |       |          |            |CRI68GF32MM3Z1FW450QX547R|     |
|  4PHMLLPSK6PFV0EC6M4K8574C|D      |0LOM_C03     |80LOM_DS01                   |4TR2W9MZAY6S5CRGLXJLWSHFW|4VVT1LLKOBXGAIY0TL94R44LO|20,021,025,125,619 |SAP     |20,021,025,132,818 |INA    |3.1/01 |20,021,025,132,818 |SAP     |      |       |          |            |                         |     |
|  4PJZWLWSNB5C442NAE4A9VKPE|D      |0COORDER     |0GECCO_ORDER_ATTR            |4TTG79TZE2MOEGFRPPJBYIV0Y|                         |20,030,127,122,411 |SAP     |20,030,127,122,811 |INA    |3.2/01 |20,030,127,122,811 |SAP     |      |       |          |            |                         |     |
|  4PNY1PDWFW31RER35Z13VEFM0|A      |ZO00006      |8ZO00194                     |4PNY1PLKYUORA1AJBT3G5GEBS|                         |20,111,018,155,510 |10175216|20,121,114,142,635 |ACT    |       |                 0 |30104675|      |X      |          |        9998|4PNY1PT9HTAGSNTZHN5SFID1K|     |
|  4PNY1PDWFW31RER35Z13VEFM0|M      |ZO00006      |8ZO00194                     |4PNY1PLKYUORA1AJBT3G5GEBS|                         |20,111,018,155,510 |10175216|20,121,114,142,635 |ACT    |       |                 0 |30104675|      |X      |          |        9998|4PNY1PT9HTAGSNTZHN5SFID1K|     |
|  4PQD10C4N9ZHYBCU7RHE8UGZS|A      |ZC00016      |8ZO00194                     |4PQD10JT68L7GXWADLJQIWFPK|4PQD10RHP76WZKFQJFM2SYEFC|20,150,312,131,007 |30104675|20,150,313,170,114 |ACT    |       |                 0 |30104675|      |X      |          |        9998|                         |     |
|  4PQD10C4N9ZHYBCU7RHE8UGZS|M      |ZC00016      |8ZO00194                     |4PQD10JT68L7GXWADLJQIWFPK|4PQD10RHP76WZKFQJFM2SYEFC|20,150,312,131,007 |30104675|20,150,313,170,114 |ACT    |       |                 0 |30104675|      |X      |          |        9998|                         |     |
|  4PQXVSNAL46CF1VC98SQYFFJP|D      |0MSA_C05     |0MSA_CH_POT_H                |4U0E6GKHBVNOPE8GOK7SN2PV9|4W54BSJ2P9ECUKF0W7XBHED11|20,021,203,163,923 |SAP     |20,021,203,163,946 |INA    |3.2/01 |20,021,203,163,946 |SAP     |      |       |          |            |                         |     |
|  4PUPPXBKBS47WS0PYLDT4TQHN|D      |0DF_DS22     |0DF_IS_DFS_16                |4GGVDDHKYRUYIGWE02JRKLTJR|                         |20,080,407,145,626 |SAP     |20,100,201,143,044 |INA    |7.0/04 |20,100,201,143,044 |SAP     |      |       |          |        9998|4GGVDDP9HQGO13FU5WM3UNS9J|     |
|  4Q1NQYR8170J8VVXP5OA9YOHY|A      |ZGEOSREGN$T  |ZX_ZDPSRGN_TEXT              |4Q1NQYYWK5M8RIFDUZQMK0N7Q|                         |20,120,607,134,556 |50507105|20,120,607,172,116 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1NQYR8170J8VVXP5OA9YOHY|M      |ZGEOSREGN$T  |ZX_ZDPSRGN_TEXT              |4Q1NQYYWK5M8RIFDUZQMK0N7Q|                         |20,120,607,134,556 |50507105|20,120,607,172,116 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1PIATK33VAWEH2T5IX0I8W6|A      |ZGEOREGN$T   |ZX_ZDPREGN_TEXT              |4Q1PIB18M2H0F10IYZL9AK7LY|                         |20,120,607,135,535 |50507105|20,120,607,171,602 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1PIATK33VAWEH2T5IX0I8W6|M      |ZGEOREGN$T   |ZX_ZDPREGN_TEXT              |4Q1PIB18M2H0F10IYZL9AK7LY|                         |20,120,607,135,535 |50507105|20,120,607,171,602 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1PNK2V9OR0TROAKX7GQWM12|A      |ZGEOCLSTR$T  |ZX_ZDPCLSTR_TEXT             |4Q1PNKAJSNCQCE7QQR9T0YKQU|                         |20,120,607,135,704 |50507105|20,120,607,173,827 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1PNK2V9OR0TROAKX7GQWM12|M      |ZGEOCLSTR$T  |ZX_ZDPCLSTR_TEXT             |4Q1PNKAJSNCQCE7QQR9T0YKQU|                         |20,120,607,135,704 |50507105|20,120,607,173,827 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1QOIP2Y3U6TLA25IV11QEME|A      |ZGEOCNTRY    |ZX_ZGEOCNTRY_ATTR            |4Q1QOIWRH2FWC7TIBCXDBSDC6|                         |20,120,607,135,905 |50507105|20,120,607,170,622 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q1QOIP2Y3U6TLA25IV11QEME|M      |ZGEOCNTRY    |ZX_ZGEOCNTRY_ATTR            |4Q1QOIWRH2FWC7TIBCXDBSDC6|                         |20,120,607,135,905 |50507105|20,120,607,170,622 |ACT    |       |                 0 |50507105|      |X      |          |            |                         |     |
|  4Q2SPBF1AL401IZF85XDEB2HN|D      |0DF_C09      |80DF_DS04                    |4UC8ZZC81CLCBVCJNHCF2YCT7|4WGZ5BATEQC0H1J3V51XX9ZYZ|20,040,708,130,125 |SAP     |20,040,708,145,551 |INA    |3.5/03 |20,040,708,145,551 |SAP     |      |       |          |        9998|                         |     |
|  4QA7S1IQJUEOD1J9X35EKW5TY|A      |ZC00199      |8ZO00198                     |4QA7S1QF2T0DVO2Q2X7QUY4JQ|4QA7S1Y3LRM3EAM68RA35039I|20,120,726,111,750 |10165849|20,120,726,115,858 |ACT    |       |                 0 |10165849|      |X      |          |            |                         |     |
|  4QA7S1IQJUEOD1J9X35EKW5TY|M      |ZC00199      |8ZO00198                     |4QA7S1QF2T0DVO2Q2X7QUY4JQ|4QA7S1Y3LRM3EAM68RA35039I|20,120,726,111,750 |10165849|20,120,726,115,858 |ACT    |       |                 0 |10165849|      |X      |          |            |                         |     |
|  4QA7S601M12K86VPBMIKG1EVA|A      |ZO00198      |8ZO00060                     |4QA7S67Q4ZO9QTF5HGKWQ3DL2|                         |20,120,719,164,847 |10165849|20,120,724,110,612 |ACT    |       |                 0 |10165849|      |X      |          |        9998|4QA7S6FENY9Z9FYLNAN905CAU|     |
|  4QA7S601M12K86VPBMIKG1EVA|M      |ZO00198      |8ZO00060                     |4QA7S67Q4ZO9QTF5HGKWQ3DL2|                         |20,120,719,164,847 |10165849|20,120,724,110,612 |ACT    |       |                 0 |10165849|      |X      |          |        9998|4QA7S6FENY9Z9FYLNAN905CAU|     |
|  4QC350TY8L6DWRVELHM94N0TU|D      |0CRM_PROD    |0PRODUCT_ATTR                |4ULJFOR4ZCNQ748J0T1ATAB5E|                         |20,021,206,130,947 |SAP     |20,030,211,110,751 |INA    |3.2/01 |20,030,211,110,751 |SAP     |      |       |          |        9998|                         |     |
|  4QFJ7AENOZVPGQRYJZDNBWPS6|A      |ZO00137      |KS00222                      |4QFJ7AMC7YHEZDBEPTFZLYOHY|                         |20,120,730,100,838 |50507105|20,130,204,081,333 |ACT    |       |                 0 |00185381|      |X      |          |        9998|4QFJ7AU0QX34HZUUVNIBW0N7Q|     |
|  4QFJ7AENOZVPGQRYJZDNBWPS6|M      |ZO00137      |KS00222                      |4QFJ7AMC7YHEZDBEPTFZLYOHY|                         |20,120,730,100,838 |50507105|20,130,204,081,333 |ACT    |       |                 0 |00185381|      |X      |          |        9998|4QFJ7AU0QX34HZUUVNIBW0N7Q|     |
|  4QKIV8VSZROQ64EWJSVD109EN|D      |0QM_C01      |2LIS_05_S290                 |4UTZ5WSZQJ62GGS0Z4AEPNJQ7|4WYPB8RL3WWQLMYL6RZXJZ6VZ|19,990,416,135,535 |SAP     |19,990,729,105,649 |INA    |2.0/01 |                 0 |SAP     |      |       |          |            |                         |     |
|  4QL5I8GVRBAA1HTFHU1NHX18M|A      |ZC00018      |8ZO00194                     |4QL5I8OKA9VZK4CVNO3ZRYZYE|4QL5I8W8T8HP2QWBTI6C20YO6|20,150,312,131,619 |30104675|20,150,312,140,133 |ACT    |       |                 0 |10175216|      |X      |          |        9998|                         |     |
|  4QL5I8GVRBAA1HTFHU1NHX18M|M      |ZC00018      |8ZO00194                     |4QL5I8OKA9VZK4CVNO3ZRYZYE|4QL5I8W8T8HP2QWBTI6C20YO6|20,150,312,131,619 |30104675|20,150,312,140,133 |ACT    |       |                 0 |10175216|      |X      |          |        9998|                         |     |
|  4QLCJ1ORAIZDNVLKRB74UFAME|A      |ZC00038      |8ZO00194                     |4QLCJ1WFTHL36I50X59H4H9C6|4QLCJ244CG6SP4OH2ZBTEJ81Y|20,150,312,132,328 |30104675|20,150,312,140,314 |ACT    |       |                 0 |10175216|      |X      |          |        9998|                         |     |
|  4QLCJ1ORAIZDNVLKRB74UFAME|M      |ZC00038      |8ZO00194                     |4QLCJ1WFTHL36I50X59H4H9C6|4QLCJ244CG6SP4OH2ZBTEJ81Y|20,150,312,132,328 |30104675|20,150,312,140,314 |ACT    |       |                 0 |10175216|      |X      |          |        9998|                         |     |
|  4QN5Y8M0MOQBIGX4SC8G1S9S6|A      |ZO00004      |8ZO00194                     |4QN5Y8TP5NC113GKY6ASBU8HY|                         |20,111,018,152,547 |10131153|20,150,121,222,410 |ACT    |       |                 0 |10175216|      |X      |          |        9998|4QN5Y91DOLXQJQ0140D4LW77Q|     |
|  4QN5Y8M0MOQBIGX4SC8G1S9S6|M      |ZO00004      |8ZO00194                     |4QN5Y8TP5NC113GKY6ASBU8HY|                         |20,111,018,152,547 |10131153|20,150,121,222,410 |ACT    |       |                 0 |10175216|      |X      |          |        9998|4QN5Y91DOLXQJQ0140D4LW77Q|     |
