21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0PUR_C04     |D      |Purchasing Groups   |Purchasing Groups                                           |
|  E    |0PUR_C05     |D      |Vendor Evaluation   |Vendor Evaluation Data                                      |
|  E    |0PUR_C06     |D      |Vendor Evaluation   |Vendor Evaluation Data/Semi-Automatic                       |
|  E    |0PUR_C07     |D      |POQ Service Level   |Purchase Order Quantity Service Level                       |
|  E    |0PUR_C08     |D      |POI Service Level   |Purchase Order Item Service Level                           |
|  E    |0PUR_C09     |D      |PO Service Level    |Purchase Order Service Level                                |
|  E    |0PUR_C10     |D      |Backlogged PO       |Backlogged Purchase Order Schedule Lines                    |
|  E    |0PU_C01      |D      |Commt/act. and bdgt |Commitment/Actual and Budget in Funds Management (Former)   |
|  E    |0PU_C02      |D      |Commt/act. and bdgt |Commitment/Actual and Budget in Funds Management (BCS)      |
|  E    |0PU_C03      |D      |Commitment/Actual an|Commitment/Actual and Budget with FMAA (BCS)                |
|  E    |0PU_C30      |D      |Plnnd Bdgt (FcnMod.)|Planned Budget (Function Mod.)                              |
|  E    |0PU_C31      |D      |Planned Budget (BCS)|Planned Budget (BCS)                                        |
|  E    |0PU_C51      |D      |Budget Forecast     |Budget Forecast                                             |
|  E    |0PU_MP03     |D      |Budget Forecast     |Budget Forecast                                             |
|  E    |0PY_C01      |A      |                    |                                                            |
|  E    |0PY_C02      |D      |Emp-Spec. Pay. Data |Employee-Specific Payroll Data                              |
|  E    |0PY_MC02     |D      |HR MultiCube  (Time |HR MultiCube  (Time and Payroll Data)                       |
|  E    |0PY_MP51     |D      |Posted payroll and C|Posted payroll and Country specific report results          |
|  E    |0PY_MP52     |D      |Payroll and Country |Payroll and Country specific report results                 |
|  E    |0PY_MP53     |D      |Travel with FI and C|Travel with FI and Country specific report results          |
|  E    |0PY_MP54     |D      |PY, PP, FI, TV and C|PY, PP, FI, TV and Country specific report results          |
|  E    |0PY_MP55     |D      |Country specific rep|Country specific reports (any two)                          |
|  E    |0PY_PP2      |D      |Posting Documents   |Posting Documents                                           |
|  E    |0PY_PPC01    |D      |Auditing Info on CO |Auditing Information on Postings Relevant to Cost Accounting|
|  E    |0PY_PPC02    |D      |Auditing Info on Pst|Auditing Info on Postings for Position Budgeting and Control|
|  E    |0QM_C01      |D      |Ins. Lot/Usage Dec. |Inspection Lot / Usage Decision 1.2B - 2.0B                 |
|  E    |0QM_C02      |D      |Notifs 1.2B - 2.0   |Notifications 1.2B - 2.0A                                   |
|  E    |0QM_C03      |D      |Notification Items  |Notification Items 1.2B -2.0A                               |
|  E    |0QM_C04      |D      |Insp. result gen.   |Inspection Results: General Data                            |
|  E    |0QM_C05      |D      |Insp. res. quant.   |Inspection Results: Quantitative Data                       |
|  E    |0QM_C06      |D      |Notification Causes |Notification Causes                                         |
|  E    |0QM_C07      |D      |Notifs - Activities |Notifications - Activities                                  |
|  E    |0QM_C08      |D      |Notifs - Tasks      |Notifications - Tasks                                       |
|  E    |0QM_C09      |D      |Notification Items  |Notification Items                                          |
|  E    |0QM_C10      |D      |Notifications       |Notifications                                               |
|  E    |0QM_C11      |D      |Ins. Lot/Usage Dec. |Inspection Lot/Usage Decision                               |
|  E    |0QM_C12      |D      |Stability Study     |Stability Study: Inspection Results Gen. Data               |
|  E    |0QM_C13      |D      |Stability Study     |Stability Study: Inspection Results Quant. Data             |
|  E    |0QM_MP01     |D      |Notifications Causes|Notifications Causes                                        |
|  E    |0QM_MP02     |D      |Notifications Items |Notifications Items                                         |
|  E    |0QM_MP03     |D      |Notifs - Tasks      |Notifications - Tasks                                       |
|  E    |0QM_MP04     |D      |Notifications       |Notifications                                               |
|  E    |0RC_C01      |D      |Labor InfoCube      |Labor InfoCube                                              |
|  E    |0RC_C02      |D      |Sales InfoCube      |Sales InfoCube                                              |
|  E    |0RC_C03      |D      |Operations Infocube |Operations Infocube                                         |
|  E    |0RC_C04      |D      |Labor2 InfoCube     |Labor2 InfoCube                                             |
|  E    |0RC_C05      |D      |Sales2 InfoCube     |Sales2 InfoCube                                             |
|  E    |0RC_C06      |D      |QVolume InfoCube    |QVolume InfoCube                                            |
|  E    |0RC_C07      |D      |QLabor InfoCube     |QLabor InfoCube                                             |
|  E    |0RC_C08      |D      |Bins InfoCube       |Bins InfoCube                                               |
|  E    |0RC_MC01     |D      |Operational         |Operational                                                 |
|  E    |0RC_MC02     |D      |Operational2        |Operational2                                                |
|  E    |0RC_MP01     |D      |Mismatches          |Mismatches (Overview)                                       |
|  E    |0REFXMP01    |D      |Conditions and Meas.|Conditions and Measurements                                 |
|  E    |0REFXMP02    |D      |Measurements (Archit|Measurements (Architect. and Usage View)                    |
|  E    |0REFXMP03    |D      |Partner and Contract|Partner and Contract                                        |
|  E    |0REFX_C01    |D      |Conditions          |Conditions                                                  |
|  E    |0REFX_C02    |D      |Measurements        |Measurements                                                |
|  E    |0REFX_C03    |D      |Costs and Revenues  |Costs and Revenues                                          |
|  E    |0REFX_C05    |D      |Vacancy             |Vacancy                                                     |
|  E    |0REFX_C06    |D      |Cash Flow           |Cash Flow                                                   |
|  E    |0REFX_C07    |D      |Occupancy           |Occupancy                                                   |
|  E    |0REFX_C08    |D      |Real Estate: Assets |Real Estate: Asset Transactions                             |
|  E    |0REFX_C09    |D      |Real Estate: Assets |Real Estate: Asset Annual Values                            |
|  E    |0REFX_C10    |D      |Real Estate: Assets |Real Estate: Asset Period Values                            |
|  E    |0REFX_C11    |D      |Arch.-Usage Assign. |Architecture-Usage Assignment                               |
|  E    |0REFX_C12    |D      |Arch. Obj. Meas.    |Measurements of Architectural Object                        |
|  E    |0REFX_C13    |D      |Contract Meas.      |Contract Measurements                                       |
|  E    |0REFX_C14    |D      |Occupancy (Prd View)|Occupancy (Period View)                                     |
|  E    |0RE_C01      |D      |Real Estate: Areas  |Real Estate: Areas                                          |
|  E    |0RE_C02      |D      |RE: Rent Conditions |Real Estate: Conditions for Lease-Outs                      |
|  E    |0RE_C04      |D      |RE: Occupancy       |Real Estate: Rental Unit Occupancy                          |
|  E    |0RE_C05      |D      |RE: Costs & Revenues|Real Estate: Costs and Revenues                             |
|  E    |0RE_C06      |D      |RE: Stat.Key Figures|Real Estate: Statistical Key Figures                        |
|  E    |0RE_C07      |D      |RE: Costs & Revenues|Real Estate: Costs and Revenues per Area Unit               |
|  E    |0RE_C08      |D      |RE: Building Vacancy|Real Estate: Building Vacancy                               |
|  E    |0RE_C09      |D      |RE: Rent Conditions |Real Estate: Rental Unit Conditions                         |
|  E    |0RE_C10      |D      |Real Estate:Overview|Real Estate: Rental Unit Status Overview                    |
|  E    |0RE_C11      |D      |RE: Expiring LOs    |Real Estate: Expiring Lease-Outs                            |
|  E    |0RE_C12      |D      |Real Estate: Assets |Real Estate: Asset Annual Values                            |
|  E    |0RE_C13      |D      |Real Estate: Assets |Real Estate: Asset Period Values                            |
|  E    |0RE_C14      |D      |Real Estate: Assets |Real Estate: Asset Transactions                             |
|  E    |0RE_C15      |D      |Real Estate: Assets |Real Estate: Asset Annual Values and Transactions           |
|  E    |0RMA_C01     |D      |RMA Stock Ledger - M|RMA Stock Ledger - Material Group Hierarchy                 |
|  E    |0RMA_C02     |D      |RMA Stock Ledger - A|RMA Stock Ledger - Article Hierarchy                        |
|  E    |0RMA_MP01    |D      |RMA Reporting (Mat. |RMA Reporting (Material Group and Article Hierarchy)        |
|  E    |0RMA_MP10    |D      |RMA Verification    |RMA Verification                                            |
|  E    |0RMA_VC01    |D      |CMA Stock Values    |CMA Stock Values                                            |
|  E    |0RME_C01     |D      |Actual Data Frcst eg|Actual Data Forecast (Example)                              |
|  E    |0RME_C02     |D      |Forecast Data (eg)  |Forecast Data (Example)                                     |
|  E    |0RMP_C01     |D      |Mrchnd.Plng,POS Sale|Merchandise Planning, POS Sales, Month                      |
|  E    |0RMP_C02     |D      |Mrchnd.Plng,POS Sale|Merchandise Planning, POS Sales, Week                       |
|  E    |0RMP_C03     |D      |Merchand.Plng,Inven.|Merchandise Planning, Physical Inventory, Month             |
|  E    |0RMP_C04     |D      |Merchand.Plng,Inven.|Merchandise Planning, Physical Inventory, Week              |
|  E    |0RMP_C05     |D      |Merchand. Plan, Plan|Merchandise Planning, Plan                                  |
|  E    |0RMP_C06     |D      |Merchandise Planning|Merchandise Planning, Plan, Actual Copy                     |
|  E    |0RMP_C11     |D      |Store Planning,POS S|Store Planning, POS Sales, Month                            |
|  E    |0RMP_C12     |D      |Store Planning,POS S|Store Planning, POS Sales, Week                             |
|  E    |0RMP_C13     |D      |Store Planning, Inv.|Store Planning, Phys. Inventory, Month                      |
|  E    |0RMP_C14     |D      |Store Planning, Inv.|Store Planning, Phys. Inventory, Week                       |
|  E    |0RMP_C15     |D      |Store Planning, Plan|Store Planning, Plan                                        |
|  E    |0RMP_C16     |D      |Store Planning, Plan|Store Planning, Plan, Actual Copy                           |
|  E    |0RMP_C22     |D      |Assortment Plan, POS|Assortment Plan, POS Sales, Week                            |
|  E    |0RMP_C24     |D      |Assort.Plan, Stock  |Assortment Plan, Stock, Week                                |
|  E    |0RMP_C25     |D      |Assortment Plan,Plan|Assortment Plan, Plan                                       |
|  E    |0RMP_C26     |D      |Assortment Plan,Plan|Assortment Plan, Planning, Actual Copy                      |
|  E    |0RMP_C27     |D      |BI 7.04 Assortment P|BI 7.04 Assortment Plan, Plan                               |
|  E    |0RMP_C41     |D      |Asmt Pl. Data Mining|Assortment Planning Data Mining                             |
|  E    |0RMP_MC01    |D      |Merch.Plng, Contro. |Merchandise Planning, Controlling                           |
|  E    |0RMP_MC02    |D      |Strategic and Mercha|Strategic and Merchandise Planning                          |
|  E    |0RMP_MC03    |D      |Forecast for strateg|Forecast for strategic and merchendise planning             |
|  E    |0RMP_MC11    |D      |Store Plng, Contro. |Store Planning, Controlling                                 |
|  E    |0RMP_MC12    |D      |Store Planning, Cont|Store Planning, Controlling                                 |
|  E    |0RMP_MC13    |D      |Forecast on store le|Forecast on store level                                     |
|  E    |0RMP_MC21    |D      |Assort.Plng, Contro.|Assortment Planning, Controlling                            |
|  E    |0RMP_MC27    |D      |BI 7.04 MAP Assortme|BI 7.04 MAP Assortment Planning                             |
|  E    |0RMP_MC31    |D      |Plan Comp. GP/SP    |Plan Comparison of Goods Plan/Store Plan                    |
|  E    |0RMP_MC41    |D      |Assort. Plan. DM    |Assortment Planning, Data Mining                            |
|  E    |0RPA_BONI    |D      |POS Receipt Index   |POS Receipt Index                                           |
|  E    |0RPA_C01     |D      |Store/Article/Day   |Store/Article/Day                                           |
|  E    |0RPA_C02     |D      |Store/Article/Week  |Store/Article/Week                                          |
|  E    |0RPA_C03     |D      |Store/Article/Month |Store/Article/Month                                         |
|  E    |0RPA_C05     |D      |Cashier Statistics  |Cashier Statistics                                          |
|  E    |0RPA_C06     |D      |Transaction Count   |Transaction Count                                           |
|  E    |0RPA_C21     |D      |POS DM Day          |POS DM Day                                                  |
|  E    |0RPA_C22     |D      |POS DM Week         |POS DM Week                                                 |
|  E    |0RPA_C30     |D      |Example: Storage    |Example: Storage of Affinities                              |
|  E    |0RPA_C31     |D      |Example: Cube for A |Example: Cube for Affinity Reporting                        |
|  E    |0RPA_MBON    |D      |POS Receipt Index   |POS Receipt Index                                           |
|  E    |0RPA_MC01    |D      |MultiCube Store/Art.|MultiCube Store/Article/Day                                 |
|  E    |0RPA_MC02    |D      |MultiCube Store/Art |MultiCube Store/Article/Week                                |
|  E    |0RPA_MC03    |D      |MultiCube Article/Mo|MultiCube Article/Month                                     |
|  E    |0RPA_MC05    |D      |MultiCube Cashier   |MultiCube Cashier Statistics                                |
|  E    |0RPA_MC21    |D      |MultiProvider POS DM|MultiProvider POS DM Day                                    |
|  E    |0RPA_MC22    |D      |MutliProvider POS DM|MutliProvider POS DM Week                                   |
|  E    |0RPA_MC23    |D      |MultiProvider for In|MultiProvider for Inactive PLU                              |
|  E    |0RPM_C01     |D      |Project Execution Re|Project Execution Reporting (Obsolete as of BI 7.0.3)       |
|  E    |0RPM_C02     |D      |Capacity Management |Capacity Management                                         |
|  E    |0RPM_C03     |D      |Cost Analysis       |Cost Analysis                                               |
|  E    |0RPM_C04     |D      |Project Dependencies|Project Dependencies (Obsolete as of BI 7.0.3)              |
|  E    |0RPM_C05     |D      |Financial Planning  |Financial Planning                                          |
|  E    |0RPM_C06     |D      |Capacity Planning   |Capacity Planning                                           |
|  E    |0RPM_MP01    |D      |Project Execution Re|Project Execution Reporting                                 |
|  E    |0RSL_C01     |D      |ERMA Stock Ledger - |ERMA Stock Ledger - Non-Cumulative                          |
|  E    |0RSL_C02     |D      |ERMA Stock Ledger - |ERMA Stock Ledger - Cumulative                              |
|  E    |0RSL_MP01    |D      |ERMA Stock Ledger   |ERMA Stock Ledger                                           |
|  E    |0RSTT_C01    |D      |BI Trace Tool-Detail|BI Trace Tool - Detailed Data from Test Logs (Transactional)|
|  E    |0RSTT_C02    |D      |BI Trace Tool-Detail|BI Trace Tool - Detailed Data from the Test Log             |
|  E    |0RSTT_C03    |D      |BI Trace Tool-Detail|BI Trace Tool - Detail Data for Test Evaluation             |
|  E    |0RSTT_C04    |D      |Det.Rts of Cov.Anlys|Detail Results of Coverage Analysis                         |
|  E    |0RSTT_C05    |D      |BI Trace Tool - Sts |BI Trace Tool - Status Gradient of Test Requirements        |
|  E    |0RSTT_C06    |D      |Obj. Dyn. Back End  |Object Dynamics in Bank End (Program/Transport Objects)     |
|  E    |0RTL_C01     |D      |Profit Center Analyt|Profit Center Analytics Retail BW: Report Transaction Fig.  |
|  E    |0RTL_C02     |D      |Profit Center Analyt|Profit Center Analytics Retail SEM: Plan Transaction Fig.   |
|  E    |0RTL_C03     |D      |Profit Center Analyt|Profit Center Analytics Retail BW: Report Stat. Key Fig.    |
|  E    |0RTL_C04     |D      |Profit Center Analyt|Profit Center Analytics Retail SEM: Plan Stat. Key Fig.     |
|  E    |0RTL_MC01    |D      |Profit Center Analyt|Profit Center Analytics Retail: Actual & Planned Scenario 1 |
|  E    |0RTL_MC02    |D      |Profit Center Analyt|Profit Center Analytics Retail: Actual & Planned Scenario 2 |
|  E    |0RT_C01      |D      |Article - Exmpl Cube|Article - Example Cube - Not for Production Operation       |
|  E    |0RT_C02      |D      |Customer            |Customer                                                    |
|  E    |0RT_C03      |D      |Consumer            |Consumer                                                    |
|  E    |0RT_C04      |D      |Merch. Flow (DC)    |Merchandise Flow (Distribution Center)                      |
|  E    |0RT_C05      |D      |Merch. Procurement  |Merchandise Procurement                                     |
|  E    |0RT_C06      |D      |Cashier             |Cashier                                                     |
|  E    |0RT_C07      |D      |Rcpt Data (Atomic)  |Receipt Data (Atomic)                                       |
|  E    |0RT_C08      |D      |POS Monitoring (MC) |POS Monitoring (MultiCube: Receipt Data/Cashier)            |
|  E    |0RT_C10      |D      |MAP: Objective Plng |MAP: Objective Planning                                     |
|  E    |0RT_C11      |D      |MAP: Store Planning |MAP: Store Planning                                         |
|  E    |0RT_C12      |D      |MAP: Merch. Planning|MAP: Merchandise Planning                                   |
|  E    |0RT_C13      |D      |MAP: Price Band Plng|MAP: Price Band Planning                                    |
|  E    |0RT_C14      |D      |MAP: Store Grp Plnng|MAP: Store Group Planning                                   |
|  E    |0RT_C15      |D      |MAP: Assortment Plng|MAP: Assortment Planning                                    |
|  E    |0RT_C16      |D      |MAP: ActData TopDown|MAP: Actual Data Top-Down                                   |
|  E    |0RT_C17      |D      |MAP: ActData BottmUp|MAP: Actual Data Bottom-Up                                  |
|  E    |0RT_C18      |D      |MAP: Assortment Plng|MAP: Assortment Planning                                    |
|  E    |0RT_C19      |D      |MAP: Objective Plng |MAP: Objective Planning                                     |
|  E    |0RT_C20      |D      |MAP: Store Planning |MAP: Store Planning                                         |
|  E    |0RT_C21      |D      |MAP: Merchandise Plg|MAP: Merchandise Planning                                   |
|  E    |0RT_C22      |D      |MAP: Price Band Plng|MAP: Price Band Planning                                    |
|  E    |0RT_C23      |D      |MAP: Store Grp Plng |MAP: Store Group Planning                                   |
|  E    |0RT_C30      |D      |Receipt             |Receipt                                                     |
|  E    |0RT_C31      |D      |POS Receipt/Material|POS Receipt/Material                                        |
|  E    |0RT_C35      |D      |Article Movements   |Article Movements                                           |
|  E    |0RT_C36      |D      |Stock (Week)        |Stock (Week)                                                |
|  E    |0RT_C37      |D      |Stock (Month)       |Stock (Month)                                               |
|  E    |0RT_C38      |D      |Revaluation at Rtl  |Revaluation at Retail                                       |
|  E    |0RT_C39      |D      |Revaluation at Cost |Revaluation at Cost                                         |
|  E    |0RT_C40      |D      |Material/Month - NB!|Material/Month - Note: New Inventory Management Design      |
|  E    |0RT_C41      |D      |Material/Week - Note|Material/Week - Note: New Design of Inventory Management    |
|  E    |0RT_C50      |D      |Store Controlling   |Store Controlling                                           |
|  E    |0RT_C51      |D      |Store Costs         |Store Costs                                                 |
|  E    |0RT_C52      |D      |Time and Labor      |Employee Time and Labor                                     |
|  E    |0RT_C53      |D      |Payroll             |Payroll                                                     |
|  E    |0RT_C54      |D      |Logistics           |Logistics                                                   |
|  E    |0RT_C71      |D      |Payment Document    |Payment Document (Header) / Remuneration List               |
|  E    |0RT_C72      |D      |Payment Documents   |Payment Documents Item                                      |
|  E    |0RT_C73      |D      |Vendor Billing Doc. |Vendor Billing Document (Header) / Remuneration List        |
|  E    |0RT_C74      |D      |Vendor Billing Doc. |Vendor Billing Document (Item)                              |
|  E    |0RT_C75      |D      |Customer Settlements|Customer Settlements                                        |
|  E    |0RT_C76      |D      |Serv.Charge Settlmnt|Service Charge Settlement                                   |
|  E    |0SAL_MC01    |D      |Sales Analysis      |Sales Analysis                                              |
|  E    |0SBO_C01     |D      |SBO Sales Overview  |SBO Sales Overview                                          |
|  E    |0SBO_C11     |D      |SBO Purchasing Data |SBO Purchasing Data                                         |
|  E    |0SBO_C21     |D      |SBO General Ledger T|SBO General Ledger Transaction Data                         |
|  E    |0SBO_C22     |D      |SBO Profit Center Tr|SBO Profit Center Transaction Data                          |
|  E    |0SBO_MC01    |D      |SBO Integrated Sales|SBO Integrated Sales Analysis                               |
|  E    |0SBO_MC11    |D      |SBO Integrated Purch|SBO Integrated Purchasing Data                              |
|  E    |0SBO_MC21    |D      |SBO Integrated Gener|SBO Integrated General Ledger Transaction Dat               |
|  E    |0SBSI_C01    |D      |SBS Sales Overview  |SBS Sales Overview                                          |
|  E    |0SCP_C01     |D      |Key Pos. Successor  |Successor for Key Position                                  |
|  E    |0SCP_C02     |D      |Key Pos. Holder     |Holder of Key Position                                      |
|  E    |0SCP_MP01    |D      |Successor and Holder|Successor and Holder of Key Positions                       |
|  E    |0SDB_C02D    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Caches (Day)                                 |
|  E    |0SDB_C02H    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Caches (Hour)                                |
|  E    |0SDB_C02M    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Caches (Month)                               |
|  E    |0SDB_C03D    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Cache Occupancy (Day)                        |
|  E    |0SDB_C03H    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Cache Occupancy (Hour)                       |
|  E    |0SDB_C03M    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Cache Occupancy (Month)                      |
|  E    |0SDB_C04D    |D      |SDB SAP MaxDB: CPU U|SDB SAP MaxDB: CPU Utilization (Day)                        |
|  E    |0SDB_C04H    |D      |SDB SAP MaxDB: CPU U|SDB SAP MaxDB: CPU Utilization (Hour)                       |
|  E    |0SDB_C04M    |D      |SDB SAP MaxDB: CPU U|SDB SAP MaxDB: CPU Utilization (Month)                      |
|  E    |0SDB_C05D    |D      |SDB SAP MaxDB: Filli|SDB SAP MaxDB: Filling (Day)                                |
|  E    |0SDB_C05H    |D      |SDB SAP MaxDB: Filli|SDB SAP MaxDB: Filling (Hour)                               |
|  E    |0SDB_C05M    |D      |SDB SAP MaxDB: Filli|SDB SAP MaxDB: Filling (Month)                              |
|  E    |0SDB_C11D    |D      |SDB SAP MaxDB: OMS (|SDB SAP MaxDB: OMS (Day)                                    |
|  E    |0SDB_C11H    |D      |SDB SAP MaxDB: OMS (|SDB SAP MaxDB: OMS (Hour)                                   |
|  E    |0SDB_C11M    |D      |SDB SAP MaxDB: OMS (|SDB SAP MaxDB: OMS (Month)                                  |
|  E    |0SDB_C13D    |D      |SDB SAP MaxDB: OMS H|SDB SAP MaxDB: OMS Heap (Day)                               |
|  E    |0SDB_C13H    |D      |SDB SAP MaxDB: OMS H|SDB SAP MaxDB: OMS Heap (Hour)                              |
|  E    |0SDB_C13M    |D      |SDB SAP MaxDB: OMS H|SDB SAP MaxDB: OMS Heap (Month)                             |
|  E    |0SDB_C15D    |D      |SDB SAP MaxDB: OMS V|SDB SAP MaxDB: OMS Versions (Day)                           |
|  E    |0SDB_C15H    |D      |SDB SAP MaxDB: OMS V|SDB SAP MaxDB: OMS Versions (Hour)                          |
|  E    |0SDB_C15M    |D      |SDB SAP MaxDB: OMS V|SDB SAP MaxDB: OMS Versions (Month)                         |
|  E    |0SDB_C29D    |D      |SDB SAP MaxDB: Trans|SDB SAP MaxDB: Transactions (Day)                           |
|  E    |0SDB_C29H    |D      |SDB SAP MaxDB: Trans|SDB SAP MaxDB: Transactions (Hour)                          |
|  E    |0SDB_C29M    |D      |SDB SAP MaxDB: Trans|SDB SAP MaxDB: Transactions (Month)                         |
|  E    |0SDB_MP02    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Caches                                       |
|  E    |0SDB_MP03    |D      |SDB SAP MaxDB: Cache|SDB SAP MaxDB: Cache Occupancy                              |
|  E    |0SDB_MP04    |D      |SDB SAP MaxDB: CPU U|SDB SAP MaxDB: CPU Utilization                              |
|  E    |0SDB_MP05    |D      |SDB SAP MaxDB: Filli|SDB SAP MaxDB: Filling                                      |
|  E    |0SDB_MP11    |D      |SDB SAP MaxDB: OMS  |SDB SAP MaxDB: OMS                                          |
|  E    |0SDB_MP13    |D      |SDB SAP MaxDB: OMS H|SDB SAP MaxDB: OMS Heap                                     |
|  E    |0SDB_MP15    |D      |SDB SAP MaxDB: OMS V|SDB SAP MaxDB: OMS Versions                                 |
|  E    |0SDB_MP29    |D      |SDB SAP MaxDB: Trans|SDB SAP MaxDB: Transactions                                 |
|  E    |0SD_C01      |A      |Customer            |Customer                                                    |
|  E    |0SD_C01      |D      |Customer            |Customer                                                    |
|  E    |0SD_C01      |M      |Customer            |Customer                                                    |
|  E    |0SD_C02      |A      |Deliveries          |Deliveries                                                  |
|  E    |0SD_C02      |D      |Deliveries          |Deliveries                                                  |
|  E    |0SD_C02      |M      |Deliveries          |Deliveries                                                  |
|  E    |0SD_C03      |A      |Sales: Overview     |Sales: Overview                                             |
|  E    |0SD_C03      |D      |Sales: Overview     |Sales: Overview                                             |
|  E    |0SD_C03      |M      |Sales: Overview     |Sales: Overview                                             |
|  E    |0SD_C04      |A      |Delivery service    |Delivery service                                            |
|  E    |0SD_C04      |D      |Delivery service    |Delivery service                                            |
|  E    |0SD_C04      |M      |Delivery service    |Delivery service                                            |
|  E    |0SD_C05      |D      |Offers/Orders       |Offers/Orders                                               |
|  E    |0SD_C10      |D      |Incoming Orders per |Incoming Orders per Sales Employee                          |
|  E    |0SD_C11      |D      |Serv. Level: Ord.Qty|Service Level - Order Quantities                            |
|  E    |0SD_C12      |D      |Serv. Level: Ord.Itm|Service Level: Order Items                                  |
|  E    |0SD_C13      |D      |Service Level:Orders|Service Level: Orders                                       |
|  E    |0SD_C14      |D      |Backorders          |Backorders                                                  |
|  E    |0SD_C15      |D      |Condition Value     |Condition Value                                             |
|  E    |0SD_MC01     |D      |Conditions: Order   |Conditions: Order and Billing Document                      |
|  E    |0SD_MP02     |D      |Sales: Overview     |Sales: Overview                                             |
|  E    |0SD_MP03     |D      |Serv. Level: Ord.Qty|Service Level - Order Quantities                            |
|  E    |0SD_MP04     |D      |Serv. Level: Ord.Itm|Service Level: Order Items                                  |
|  E    |0SEMBPSPF    |D      |SEM BPS techn. Perfo|SEM BPS Technical Performance                               |
|  E    |0SEMPA_C1    |D      |Profitab. Analysis  |Profitability Analysis                                      |
|  E    |0SEMRA_C1    |D      |Ratios              |Ratios                                                      |
|  E    |0SEMRA_C3    |D      |Amounts             |Amounts                                                     |
|  E    |0SEMRA_C5    |D      |Amounts (Risk)      |Amounts (Risk)                                              |
|  E    |0SEMRA_C6    |D      |Amounts (P&L)       |Amounts (P&L)                                               |
|  E    |0SEMRA_M1    |D      |Portf. Hierarchies  |Portfolio Hierarchy View                                    |
|  E    |0SEM_C01     |D      |SEM-Benchmarks      |SEM-Benchmarks                                              |
|  E    |0SEM_C02     |D      |Initiatives in BSC  |Initiatives in the Balanced Scorecard                       |
|  E    |0SEM_C03     |D      |Cost Center Planning|Cost Center Planning with BPS (Obsolete)                    |
|  E    |0SEM_C04     |D      |Supply Chain Metrics|Supply Chain Metrics                                        |
|  E    |0SEM_C05     |D      |SEM-BPS: Investment |SEM-BPS: Investment Planning                                |
|  E    |0SEM_C06     |D      |I/S, B/S, C/F Planng|Income Stmt, Balance Sheet, and Cash Flow Statement Planning|
|  E    |0SEM_C07     |D      |Risk Management     |Risk Management                                             |
|  E    |0SEM_C09     |D      |Business Planning   |Business Planning Result                                    |
|  E    |0SEM_C10     |D      |Average Prices      |Average Prices for Sales and Profit Planning                |
|  E    |0SEM_C11     |D      |IT Planning         |IT Planning                                                 |
|  E    |0SEM_C12     |D      |Liquidity Planning: |Liquidity Planning: Plan Data                               |
|  E    |0SEM_C13     |D      |Simpl. Res. Planning|Simplified Resource Planning: Sales Quantities              |
|  E    |0SEM_C14     |D      |Simpl. Res. Planning|Simplified Resource Planning: Itemization and Result        |
|  E    |0SEM_C15     |D      |Simpl. Res. Planning|Simplified Resource Planning: Prices                        |
|  E    |0SEM_C16     |D      |Simpl. Res. Planning|Simplified Resource Planning: Plausibility Check            |
|  E    |0SEM_C17     |D      |Dynamic Investment  |Dynamic Investment Simulation                               |
|  E    |0SEM_C18     |D      |Cost Center Planning|Cost Center Planning: Costs and Allocation                  |
|  E    |0SEM_C19     |D      |Cost Center Planning|Cost Center Planning: Rates Activity Type                   |
|  E    |0SEM_C20     |D      |Cost Center Planning|Cost Center Planning: Rates Cost Centers/Activity Type      |
|  E    |0SEM_C21     |D      |Cost Center Planning|Cost Center Planning: Cost Drivers                          |
|  E    |0SEM_C30     |D      |Plan Act. Comp. PC  |Plan Actual Comparison Profit Center                        |
|  E    |0SEM_C35     |D      |Headcount and       |Period-Based Headcount and Personnel Expenses               |
|  E    |0SEM_C36     |D      |Wage and Salary Str.|Wage and Salary Structure per FTE and Time Frame            |
|  E    |0SEM_MC01    |D      |Contacts and Shares |Stakeholder Contact and Share Ownership Information         |
|  E    |0SEM_MC02    |D      |Contacted Stakehold.|Contacted Stakeholder & Assigned Documents                  |
|  E    |0SEM_MC1     |D      |Liquidity Planning: |Liquidity Planning: Plan/Actual Comparison                  |
|  E    |0SEM_SRM1    |D      |Stock Information   |Stakeholder Stock Information                               |
|  E    |0SEM_SRM2    |D      |Contacted Stakehold.|Contacted Stakeholders                                      |
|  E    |0SEM_SRM3    |D      |Info Requirements   |Information Requirements                                    |
|  E    |0SEM_SRM4    |D      |Stakeholder Expect. |Stakeholder Expectations                                    |
|  E    |0SEM_SRM5    |D      |Contact Documents   |Contact Documents                                           |
|  E    |0SLL_C01     |D      |Customs Document    |Customs Document                                            |
|  E    |0SLL_C02     |D      |Customs Doc. - Legal|Customs Document - Legal Control                            |
