19.04.2015                                        Dynamic List Display                                               1
----------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------
|  LANGU|LOGDPID                       |OBJVERS|VARIANT |TEXT                                                        |
|  E    |0PAK_4KR8ZCYXVGL703LEGKMH87NZI|D      |CUSTOMER|Process Chain - B71 Attributes                              |
|  E    |0PAK_4KR8ZD6MEF6WIQ4UMEOTI9MPA|D      |CUSTOMER|Process Chain - Text                                        |
|  E    |0PAK_4KR8ZDEAXDSM1COAS8R5SBLF2|D      |CUSTOMER|Process Chain - Text                                        |
|  E    |0PAK_4KR8ZDLZGCEBJZ7QY2TI2DK4U|D      |CUSTOMER|Process Status - BR9 Text                                   |
|  E    |0PAK_4KR8ZDTNZB012LR73WVUCFIUM|D      |CUSTOMER|Process Type - BR9 Text                                     |
|  E    |0PAK_4KR8ZE1CI9LQL8AN9QY6MHHKE|D      |CUSTOMER|Process Variant - Attribute                                 |
|  E    |0PAK_4KR8ZE91187G3UU3FL0IWJGA6|D      |CUSTOMER|Process Variant - Attributes                                |
|  E    |0PAK_4KR8ZEGPK6T5MHDJLF2V6LEZY|D      |CUSTOMER|Process Variant - Text                                      |
|  E    |0PAK_4KR8ZEOE35EV53WZR957GNDPQ|D      |CUSTOMER|DTP Sub-Step - B71 Attribute                                |
|  E    |0PAK_4KR8ZEW2M40KNQGFX37JQPCFI|D      |CUSTOMER|Substep Master Data                                         |
|  E    |0PAK_4KR8ZF3R52MA6CZW2X9W0RB5A|D      |CUSTOMER|Substep Text Data                                           |
|  E    |0PAK_4KR8ZFBFO17ZOZJC8RC8AT9V2|D      |CUSTOMER|DTP Sub-Step - B71 Text                                     |
|  E    |0PAK_4KR8ZFJ46ZTP7M2SELEKKV8KU|D      |CUSTOMER|Transformation Services - Attribute                         |
|  E    |0PAK_4KR8ZFQSPYFEQ8M8KFGWUX7AM|D      |CUSTOMER|Transformation Services - Text                              |
|  E    |0PAK_4KR8ZFYH8X148V5OQ9J94Z60E|D      |CUSTOMER|Web Item - Attributes                                       |
|  E    |0PAK_4KR8ZG65RVMTRHP4W3LLF14Q6|D      |CUSTOMER|Web Item - B71 Attribute                                    |
|  E    |0PAK_4KR8ZGDUAU8JA48L1XNXP33FY|D      |CUSTOMER|Web Item - Text                                             |
|  E    |0PAK_4KR8ZGLITSU8SQS17RQ9Z525Q|D      |CUSTOMER|Web Item - B71 Text                                         |
|  E    |0PAK_4KR8ZGT7CRFYBDBHDLSM970VI|D      |CUSTOMER|Web Template - B71 Attribute                                |
|  E    |0PAK_4KR8ZH0VVQ1NTZUXJFUYJ8ZLA|D      |CUSTOMER|Web Template - Attributes                                   |
|  E    |0PAK_4KR8ZH8KEONDCMEDP9XATAYB2|D      |CUSTOMER|Web Template - Text                                         |
|  E    |0PAK_4KR8ZHG8XN92V8XTV3ZN3CX0U|D      |CUSTOMER|Web Template - B71 Text                                     |
|  E    |0PAK_4KR8ZHNXGLUSDVHA0Y1ZDEVQM|D      |CUSTOMER|Operation Type (WHM) - Attr                                 |
|  E    |0PAK_4KR8ZHVLZKGHWI0Q6S4BNGUGE|D      |CUSTOMER|0TCT_DS01_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZI3AIJ27F4K6CM6NXIT66|D      |CUSTOMER|0TCT_DS02_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZIAZ1HNWXR3MIG907KRVY|D      |CUSTOMER|0TCT_DS03_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZIINKG9MGDN2OABCHMQLQ|D      |CUSTOMER|0TCT_DS21_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZIQC3EVBZ06IU4DOROPBI|D      |CUSTOMER|0TCT_DS22_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZIY0MDH1HMPYZYG11QO1A|D      |CUSTOMER|0TCT_DS23_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZJ5P5C2R099F5SIDBSMR2|D      |CUSTOMER|0TCT_DS23_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZJDDOAOGIVSVBMKPLULGU|D      |CUSTOMER|Delta-update for 0BPARTNER                                  |
|  E    |0PAK_4KR8ZJL279A61ICBHGN1VWK6M|D      |CUSTOMER|Delta-init for 0BPARTNER                                    |
|  E    |0PAK_4KR8ZJSQQ7VVK4VRNAPE5YIWE|D      |CUSTOMER|Delta-update for 0BPARTNER                                  |
|  E    |0PAK_4KR8ZK0F96HL2RF7T4RQG0HM6|D      |CUSTOMER|Delta-init for 0BPARTNER                                    |
|  E    |0PAK_4KR8ZK83S53ALDYNYYU2Q2GBY|D      |CUSTOMER|Delta-init for 0BP_REL                                      |
|  E    |0PAK_4KR8ZKFSB3P040I44SWF04F1Q|D      |CUSTOMER|Delta-update for 0BP_REL                                    |
|  E    |0PAK_4KR8ZKNGU2APMN1KAMYRA6DRI|D      |CUSTOMER|0BP_UNAME_ORGUNIT_ATTR_FULL_IPM_CRM                         |
|  E    |0PAK_4KR8ZKV5D0WF59L0GH13K8CHA|D      |CUSTOMER|0BWTC_C03_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZL2TVZI4NW4GMB3FUAB72|D      |CUSTOMER|0BWTC_C03_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZLAIEY3U6INWS55S4C9WU|D      |CUSTOMER|0CSM_USER_TEXT_FOR_0GRM_UNAME_FULL_R3                       |
|  E    |0PAK_4KR8ZLI6XWPJP57CXZ84EE8MM|D      |CUSTOMER|Load Active Forecast Type Text                              |
|  E    |0PAK_4KR8ZLPVGVB97RQT3TAGOG7CE|D      |CUSTOMER|F&R Stock Exceptions - Init Delta                           |
|  E    |0PAK_4KR8ZLXJZTWYQEA99NCSYI626|D      |CUSTOMER|0PRODUCT_ATTR_INIT_IPM_CRM                                  |
|  E    |0PAK_4KR8ZM58ISIO90TPFHF58K4RY|D      |CUSTOMER|0PRODUCT_ATTR_DELTA_IPM_CRM                                 |
|  E    |0PAK_4KR8ZMCX1R4DRND5LBHHIM3HQ|D      |CUSTOMER|0PRODUCT_TEXT_INIT_IPM_CRM                                  |
|  E    |0PAK_4KR8ZMKLKPQ3A9WLR5JTSO27I|D      |CUSTOMER|0PRODUCT_TEXT_DELTA_IPM_CRM                                 |
|  E    |0PAK_4KR8ZMSA3OBSSWG1WZM62Q0XA|D      |CUSTOMER|0PR_BASE_UNIT_ATTR_INIT_IPM_CRM                             |
|  E    |0PAK_4KR8ZMZYMMXIBIZI2TOICRZN2|D      |CUSTOMER|0PR_BASE_UNIT_ATTR_DELTA_IPM_CRM                            |
|  E    |0PAK_4KR8ZN7N5LJ7U5IY8NQUMTYCU|D      |CUSTOMER|0SRM_VEGRID_TEXT                                            |
|  E    |0PAK_4KR8ZNFBOK4XCS2EEHT6WVX2M|D      |CUSTOMER|0SRM_VE_WKEY_TEXT                                           |
|  E    |0PAK_4KR8ZNN07IQMVELUKBVJ6XVSE|D      |CUSTOMER|BW Meta Data: Handle Type - Text                            |
|  E    |0PAK_4KR8ZNUOQHCCE15AQ5XVGZUI6|D      |CUSTOMER|Process Chain - Attributes                                  |
|  E    |0PAK_4KR8ZO2D9FY1WNOQW007R1T7Y|D      |CUSTOMER|Process Status - B71 Text                                   |
|  E    |0PAK_4KR8ZOA1SEJRFA871U2K13RXQ|D      |CUSTOMER|Process Type - Text                                         |
|  E    |0PAK_4KR8ZOHQBD5GXWRN7O4WB5QNI|D      |CUSTOMER|Processing mode Text                                        |
|  E    |0PAK_4KR8ZOPEUBR6GJB3DI78L7PDA|D      |CUSTOMER|BW Meta Data: Event ID- Text                                |
|  E    |0PAK_4KR8ZOX3DACVZ5UJJC9KV9O32|D      |CUSTOMER|BW Meta Data: Step Type - Text                              |
|  E    |0PAK_4KR8ZP4RW8YLHSDZP6BX5BMSU|D      |CUSTOMER|0TCT_DS01_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZPCGF7KB0EXFV0E9FDLIM|D      |CUSTOMER|0TCT_DS02_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZPK4Y660J1GW0UGLPFK8E|D      |CUSTOMER|0TCT_DS03_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZPRTH4RQ1O0C6OIXZHIY6|D      |CUSTOMER|0TCT_DSA1_INIT_DATAMART                                     |
|  E    |0PAK_4KR8ZPZI03DFKAJSCILA9JHNY|D      |CUSTOMER|0TCT_DSA1_DELTA_DATAMART                                    |
|  E    |0PAK_4KR8ZQ76J1Z52X38ICNMJLGDQ|D      |CUSTOMER|0VTYPE_TEXT_ME_FULL_R3                                      |
|  E    |0PAK_4KR8ZQEV20KULJMOO6PYTNF3I|D      |CUSTOMER|Test-Package1                                               |
|  E    |0PAK_4KR8ZQMJKZ6K4664U0SB3PDTA|D      |CUSTOMER|0WS_DATA_1                                                  |
|  E    |0PAK_4KR8ZQU83XS9MSPKZUUNDRCJ2|D      |CUSTOMER|Test-Susuco                                                 |
|  E    |0PAK_4KR8ZR1WMWDZ5F915OWZNTB8U|D      |CUSTOMER|Web Survey: Questionnaire                                   |
|  E    |0PAK_4KR8ZR9L5UZOO1SHBIZBXV9YM|D      |CUSTOMER|Test-Cockpit                                                |
|  E    |0PAK_4KR8ZRH9OTLE6OBXHD1O7X8OE|D      |CUSTOMER|Web Survey: Questions                                       |
|  E    |0PAK_4KR8ZROY7S73PAVDN740HZ7E6|D      |CUSTOMER|CCMS: Upload Planned Downtimes                              |
|  E    |0PAK_4KR8ZRWMQQST7XETT16CS163Y|D      |CUSTOMER|Load LCC (DELTA)                                            |
|  E    |0PAK_4KR8ZS4B9PEIQJY9YV8P234TQ|D      |CUSTOMER|Delta Load for loading data from 0RT_PA_TRAN_CONTROL        |
|  E    |0PAK_4KR8ZSBZSO0896HQ4PB1C53JI|D      |CUSTOMER|Billing Data from PIPE Delta Init                           |
|  E    |0PAK_4KR8ZSJOBMLXRT16AJDDM729A|D      |CUSTOMER|Immediate Delta Upload                                      |
|  E    |0PAK_4KR8ZSRCUL7NAFKMGDFPW90Z2|D      |        |Delta 704                                                   |
|  E    |0PAK_4KR8ZSZ1DJTCT242M7I26AZOU|D      |CUSTOMER|Delta                                                       |
|  E    |0PAK_4KR8ZT6PWIF2BONIS1KEGCYEM|D      |CUSTOMER|DeltaInit                                                   |
|  E    |0PAK_4KR8ZTEEFH0RUB6YXVMQQEX4E|D      |CUSTOMER|Delta Init: Recasting of Initial Invnt. (for Process Chain) |
|  E    |0PAK_4KR8ZTM2YFMHCXQF3PP30GVU6|D      |CUSTOMER|Process Variant - Text                                      |
|  E    |0PAK_4LIY5FX4NRMVZ0UGAP2JGA1BN|D      |        |TB_DS24_INIT                                                |
|  E    |0PAK_4LIY5SIBQH7PHYPXUYWNXHXKJ|D      |        |Plant-Specific Attributes for Material                      |
|  E    |0PAK_4LIY6OXVSKVG54U6HWSIDSIER|D      |        |Delta Upload                                                |
|  E    |0PAK_4LIY6P5KBJH5NRDMNQUUNUH4J|D      |        |Delta-Init Agency Documents for DSO                         |
|  E    |0PAK_4LIY6PD8UI2V6DX2TKX6XWFUB|D      |        |Delta Initialization                                        |
|  E    |0PAK_4LIY6PKXDGOKP0GIZEZJ7YEK3|D      |        |Delta 704                                                   |
|  E    |0PAK_4LIY6PSLWFAA7MZZ591VI0D9V|D      |        |Delta 704                                                   |
|  E    |0PAK_4MSWMXHLX5CPSQ29DU2A1Z8Z1|D      |CUSTOMER|Delta Action Transaction Data                               |
|  E    |0PAK_4MSWMXPAG3YFBCLPJO4MC17OT|D      |CUSTOMER|Action Transaction Data                                     |
|  E    |0PAK_4MSWMXWYZ2K4TZ55PI6YM36EL|D      |CUSTOMER|Initial Audit Action Transaction Data                       |
|  E    |0PAK_4MSWMY4NI15UCLOLVC9AW554D|D      |CUSTOMER|Action Master Data                                          |
|  E    |0PAK_4MSWMYCC0ZRJV88216BN673U5|D      |CUSTOMER|Action Description                                          |
|  E    |0PAK_4MSWMYK0JYD9DURI70DZG92JX|D      |CUSTOMER|Delta Audit Transaction Data                                |
|  E    |0PAK_4MSWMYRP2WYYWHAYCUGBQB19P|D      |CUSTOMER|Initial Audit Transaction Data                              |
|  E    |0PAK_4MSWMYZDLVKOF3UEIOIO0CZZH|D      |CUSTOMER|Audit Master Data                                           |
|  E    |0PAK_4MSWMZ724U6DXQDUOIL0AEYP9|D      |CUSTOMER|Audit Description                                           |
|  E    |0PAK_4MSWMZEQNSS3GCXAUCNCKGXF1|D      |CUSTOMER|Authorization Group Text                                    |
|  E    |0PAK_4MSWMZMF6RDSYZGR06POUIW4T|D      |CUSTOMER|Audit Trigger Texts                                         |
|  E    |0PAK_4MSWMZU3PPZIHM0760S14KUUL|D      |CUSTOMER|Calculation of Result and Degree of Fulfillment Text        |
|  E    |0PAK_4MSWN01S8OL808JNBUUDEMTKD|D      |CUSTOMER|Hierarchy Profile and Level Text                            |
|  E    |0PAK_4MSWN09GRN6XIV33HOWPOOSA5|D      |CUSTOMER|Audit Object Transaction Data                               |
|  E    |0PAK_4MSWN0H5ALSN1HMJNIZ1YQQZX|D      |CUSTOMER|Delta Audit Object Transaction Data                         |
|  E    |0PAK_4MSWN0OTTKECK45ZTD1E8SPPP|D      |CUSTOMER|Initial Audit Object Transaction Data                       |
|  E    |0PAK_4MSWN0WICJ022QPFZ73QIUOFH|D      |CUSTOMER|Audit Object Texts                                          |
|  E    |0PAK_4MSWN146VHLRLD8W5162SWN59|D      |CUSTOMER|Audit Object Attribute Value Text                           |
|  E    |0PAK_4MSWN1BVEG7H3ZSCAV8F2YLV1|D      |CUSTOMER|Audit Plan Master Data                                      |
|  E    |0PAK_4MSWN1JJXET6MMBSGPARD0KKT|D      |CUSTOMER|Description of Audit Plan                                   |
|  E    |0PAK_4MSWN1R8GDEW58V8MJD3N2JAL|D      |CUSTOMER|Priority Description                                        |
|  E    |0PAK_4MSWN1YWZC0LNVEOSDFFX4I0D|D      |CUSTOMER|Delta Audit Question Transaction Data                       |
|  E    |0PAK_4MSWN26LIAMB6HY4Y7HS76GQ5|D      |CUSTOMER|Initial Audit Question Transaction Data                     |
|  E    |0PAK_4MSWN2EA1980P4HL41K4H8FFX|D      |CUSTOMER|Audit Question Description                                  |
|  E    |0PAK_4MSWN2LYK7TQ7R119VMGRAE5P|D      |CUSTOMER|Audit Question Master Data                                  |
|  E    |0PAK_4MSWN2TN36FFQDKHFPOT1CCVH|D      |CUSTOMER|Audit Rating Text                                           |
|  E    |0PAK_4MSWN31BM515903XLJR5BEBL9|D      |CUSTOMER|Rating Profile Text                                         |
|  E    |0PAK_4MSWN39053MURMNDRDTHLGAB1|D      |CUSTOMER|Valuation Selection Text                                    |
|  E    |0PAK_4MSWN3GOO28KA96TX7VTVI90T|D      |CUSTOMER|Delta Audit Role Transaction Data                           |
|  E    |0PAK_4MSWN3OD70U9SVQA31Y65K7QL|D      |CUSTOMER|Audit Role Transaction Data                                 |
|  E    |0PAK_4MSWN3W1PZFZBI9Q8W0IFM6GD|D      |CUSTOMER|Initial Audit Role Transaction Data                         |
|  E    |0PAK_4MSWN43Q8Y1OU4T6EQ2UPO565|D      |CUSTOMER|Description of Audit Role Text                              |
|  E    |0PAK_4MSWN4BERWNECRCMKK56ZQ3VX|D      |CUSTOMER|Valuation Proposal - Text                                   |
|  E    |0PAK_4MSWN4J3AV93VDW2QE7J9S2LP|D      |CUSTOMER|Description of Audit Type                                   |
|  E    |0PAK_4MSWN4QRTTUTE0FIW89VJU1BH|D      |CUSTOMER|Description of Valuation Profile                            |
|  E    |0PAK_4MSWN4YGCSGIWMYZ22C7TW019|D      |CUSTOMER|0BANKKEY_TEXT_INIT_ME_R3                                    |
|  E    |0PAK_4MSWN564VR28F9IF7WEK3XYR1|D      |CUSTOMER|0BANKKEY_TEXT_DELTA_ME_R3                                   |
|  E    |0PAK_4MSWN5DTEPNXXW1VDQGWDZXGT|D      |CUSTOMER|0BBP_PURCH_ORG_ATTR_FULL_IPM_CRM                            |
|  E    |0PAK_4MSWN5LHXO9NGILBJKJ8O1W6L|D      |CUSTOMER|0BBP_PUR_GROUP_ATTR_FULL_IPM_CRM                            |
|  E    |0PAK_4MSWN5T6GMVCZ54RPELKY3UWD|D      |CUSTOMER|0BPARTNER_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWN60UZLH2HRO7V8NX85TM5|D      |CUSTOMER|0BPARTNER_ATTR_INIT_CRM                                     |
|  E    |0PAK_4MSWN68JIK2S0E7O12Q9I7SBX|D      |CUSTOMER|0BPARTNER_TEXT_DELTA_ME_R3                                  |
|  E    |0PAK_4MSWN6G81IOHJ0R46WSLS9R1P|D      |CUSTOMER|0BPARTNER_TEXT_INIT_ME_R3                                   |
|  E    |0PAK_4MSWN6NWKHA71NAKCQUY2BPRH|D      |CUSTOMER|Process Chain 0GN_BP_FULL_P01 0BPARTNER_TEXT                |
|  E    |0PAK_4MSWN6VL3FVWK9U0IKXACDOH9|D      |CUSTOMER|0BPTYPE_TEXT_FULL_ME_R3                                     |
|  E    |0PAK_4MSWN739MEHM2WDGOEZMMFN71|D      |CUSTOMER|0BP_ACTITLE_TEXT_FULL_ME_R3                                 |
|  E    |0PAK_4MSWN7AY5D3BLIWWU91YWHLWT|D      |CUSTOMER|0BP_BANK_ATTR_DELTA_ME_R3                                   |
|  E    |0PAK_4MSWN7IMOBP145GD034B6JKML|D      |CUSTOMER|0BP_BANK_ATTR_INIT_ME_R3                                    |
|  E    |0PAK_4MSWN7QB7AAQMRZT5X6NGLJCD|D      |CUSTOMER|0BP_CAT_TEXT_FULL_ME_R3                                     |
|  E    |0PAK_4MSWN7XZQ8WG5EJ9BR8ZQNI25|D      |CUSTOMER|0BP_CCARD_ATTR_INIT_ME_R3                                   |
|  E    |0PAK_4MSWN85O97I5O12PHLBC0PGRX|D      |CUSTOMER|0BP_CCARD_ATTR_DELTA_ME_R3                                  |
|  E    |0PAK_4MSWN8DCS63V6NM5NFDOARFHP|D      |CUSTOMER|0BP_CONTACT_TEXT_FULL_ME_R3                                 |
|  E    |0PAK_4MSWN8L1B4PKPA5LT9G0KTE7H|D      |CUSTOMER|Load Standard Address of BP (INIT)                          |
|  E    |0PAK_4MSWN8SPU3BA7WP1Z3ICUVCX9|D      |CUSTOMER|Load Standard Address of BP (DELTA)                         |
|  E    |0PAK_4MSWN90ED1WZQJ8I4XKP4XBN1|D      |CUSTOMER|0BP_GROUP_TEXT_FULL_ME_R3                                   |
|  E    |0PAK_4MSWN982W0IP95RYARN1EZACT|D      |CUSTOMER|0BP_GRPTYPE_TEXT_FULL_ME_R3                                 |
|  E    |0PAK_4MSWN9FREZ4ERSBEGLPDP192L|D      |CUSTOMER|0BP_ID_TYPE_TEXT_FULL_ME_R3                                 |
|  E    |0PAK_4MSWN9NFXXQ4AEUUMFRPZ37SD|D      |CUSTOMER|0BP_IND_CODE_TEXT_FULL_ME_R3                                |
|  E    |0PAK_4MSWN9V4GWBTT1EAS9U2956I5|D      |CUSTOMER|TH: Full Upload                                             |
|  E    |0PAK_4MSWNA2SZUXJBNXQY3WEJ757X|D      |CUSTOMER|0BP_MARST_TEXT_FULL_ME_R3                                   |
|  E    |0PAK_4MSWNAAHITJ8UAH73XYQT93XP|D      |CUSTOMER|ED: Test GP Relationships                                   |
|  E    |0PAK_4MSWNAI61S4YCX0N9S133B2NH|D      |CUSTOMER|0BP_RELDIR_TEXT_FULL_ME_R3                                  |
|  E    |0PAK_4MSWNAPUKQQNVJK3FM3FDD1D9|D      |CUSTOMER|0BP_RELTYPES_TEXT_FULL_ME_R3                                |
|  E    |0PAK_4MSWNAXJ3PCDE63JLG5RNF031|D      |CUSTOMER|0BP_REL_AUTH_TEXT_FULL_ME_R3                                |
|  E    |0PAK_4MSWNB57MNY2WSMZRA83XGYST|D      |CUSTOMER|0BP_REL_DEPMNT_TEXT_FULL_ME_R3                              |
|  E    |0PAK_4MSWNBCW5MJSFF6FX4AG7IXIL|D      |CUSTOMER|0BP_REL_FUNC_TEXT_FULL_ME_R3                                |
|  E    |0PAK_4MSWNBKKOL5HY1PW2YCSHKW8D|D      |CUSTOMER|0BP_REL_VIP_TEXT_FULL_ME_R3                                 |
|  E    |0PAK_4MSWNBS97JR7GO9C8SF4RMUY5|D      |CUSTOMER|Process Chain 0GN_BP_FULL_P01 0BP_ROLES_ATTR                |
|  E    |0PAK_4MSWNBZXQICWZASSEMHH1OTNX|D      |CUSTOMER|0BP_ROLE_TEXT_FULL_ME_R3                                    |
|  E    |0PAK_4MSWNC7M9GYMHXC8KGJTBQSDP|D      |CUSTOMER|0BP_STABUPSYS0_TEXT_FULL_R3                                 |
|  E    |0PAK_4MSWNCFASFKC0JVOQAM5LSR3H|D      |CUSTOMER|0BP_STABUPSYS1_TEXT_FULL_ME_R3                              |
|  E    |0PAK_4MSWNCMZBE61J6F4W4OHVUPT9|D      |CUSTOMER|0BP_TAXCAT_TEXT_FULL_ME_R3                                  |
|  E    |0PAK_4MSWNCUNUCRR1SYL1YQU5WOJ1|D      |CUSTOMER|0BP_TITLESPPL_TEXT_FULL_ME_R3                               |
|  E    |0PAK_4MSWND2CDBDGKFI17ST6FYN8T|D      |CUSTOMER|OLAP Transaction Data Initialization                        |
|  E    |0PAK_4MSWNDA0W9Z6321HDMVIQ0LYL|D      |CUSTOMER|Delta - OLAP Transaction Data                               |
|  E    |0PAK_4MSWNDHPF8KVLOKXJGXV02KOD|D      |CUSTOMER|OLAP Transaction Data: Delta Initialization                 |
|  E    |0PAK_4MSWNDPDY76L4B4DPB07A4JE5|D      |CUSTOMER|Transaction Data OLAP - Delta Initialization                |
|  E    |0PAK_4MSWNDX2H5SAMXNTV52JK6I3X|D      |CUSTOMER|Transaction Data OLAP - Delta                               |
|  E    |0PAK_4MSWNE4R04E05K7A0Z4VU8GTP|D      |CUSTOMER|Transaction Data Detail Navigation: Delta                   |
|  E    |0PAK_4MSWNECFJ2ZPO6QQ6T784AFJH|D      |CUSTOMER|Transaction Data Detail Navigation: Delta Init.             |
|  E    |0PAK_4MSWNEK421LF6TA6CN9KECE99|D      |CUSTOMER|Aggregate Transaction Data: Delta Initialization            |
|  E    |0PAK_4MSWNERSL074PFTMIHBWOECZ1|D      |CUSTOMER|Aggregate Transaction Data: Delta                           |
|  E    |0PAK_4MSWNEZH3YSU82D2OBE8YGBOT|D      |CUSTOMER|WHM Transaction Data - Delta                                |
|  E    |0PAK_4MSWNF75MXEJQOWIU5GL8IAEL|D      |CUSTOMER|WHM Transaction Data - Delta Initialization                 |
|  E    |0PAK_4MSWNFEU5W099BFYZZIXIK94D|D      |CUSTOMER|Condense Transaction Data: Delta - Initialization           |
|  E    |0PAK_4MSWNFMIOULYRXZF5TL9SM7U5|D      |CUSTOMER|Condense Transaction Data: Delta                            |
|  E    |0PAK_4MSWNFU77T7OAKIVBNNM2O6JX|D      |CUSTOMER|Delete Transaction Data: Delta - Initialization             |
|  E    |0PAK_4MSWNG1VQRTDT72BHHPYCQ59P|D      |CUSTOMER|Transaction Data Delete Dat: Delta                          |
|  E    |0PAK_4MSWNG9K9QF3BTLRNBSAMS3ZH|D      |CUSTOMER|0CCARDTYPE_TEXT_FULL_ME_R3                                  |
|  E    |0PAK_4MSWNGH8SP0SUG57T5UMWU2P9|D      |CUSTOMER|CPH Data Delta Init                                         |
|  E    |0PAK_4MSWNGOXBNMID2ONYZWZ6W1F1|D      |CUSTOMER|CPH Data Delta                                              |
|  E    |0PAK_4MSWNGWLUM87VP844TZBGY04T|D      |CUSTOMER|CPH Data Delta Repeat                                       |
|  E    |0PAK_4MSWNH4ADKTXEBRKAO1NQZYUL|D      |CUSTOMER|Load CPH Reorganization Data                                |
|  E    |0PAK_4MSWNHBYWJFMWYB0GI4011XKD|D      |CUSTOMER|CCMS: Load DSR                                              |
|  E    |0PAK_4MSWNHJNFI1CFKUGMC6CB3WA5|D      |CUSTOMER|CPH: Load Time-Independent Master Data                      |
|  E    |0PAK_4MSWNHRBYGN1Y7DWS68OL5UZX|D      |CUSTOMER|CPH Time-Dependent Master Data: Delta Init                  |
|  E    |0PAK_4MSWNHZ0HF8RGTXCY0B0V7TPP|D      |CUSTOMER|CPH Time-Dependent Master Data: Delta                       |
|  E    |0PAK_4MSWNI6P0DUGZGGT3UDD59SFH|D      |CUSTOMER|CCMS: Load System Data                                      |
|  E    |0PAK_4MSWNIEDJCG6I3099OFPFBR59|D      |CUSTOMER|Data in PSA                                                 |
|  E    |0PAK_4MSWNIM22B1W0PJPFII1PDPV1|D      |CUSTOMER|Load CCMS Web AS Kernel Statistics Data                     |
|  E    |0PAK_4MSWNITQL9NLJC35LCKDZFOKT|D      |CUSTOMER|Status master data                                          |
|  E    |0PAK_4MSWNJ1F489B1YMLR6MQ9HNAL|D      |CUSTOMER|Status text information                                     |
|  E    |0PAK_4MSWNJ93N6V0KL61X0P2JJM0D|D      |CUSTOMER|0COUNTRY_TEXT_FULL_ME_R3                                    |
|  E    |0PAK_4MSWNJGS65GQ37PI2URETLKQ5|D      |CUSTOMER|0CRMBUAGGUI_ATTR_DELTA_CRM                                  |
|  E    |0PAK_4MSWNJOGP42FLU8Y8OTR3NJFX|D      |CUSTOMER|0CRMBUAGGUI_ATTR_INIT_CRM                                   |
|  E    |0PAK_4MSWNJW582O54GSEEIW3DPI5P|D      |CUSTOMER|0CRMBUAGGUI_TEXT_DELTA_CRM                                  |
|  E    |0PAK_4MSWNK3TR19UN3BUKCYFNRGVH|D      |CUSTOMER|0CRMBUAGGUI_TEXT_INIT_CRM                                   |
|  E    |0PAK_4MSWNKBI9ZVK5PVAQ70RXTFL9|D      |CUSTOMER|0CRMBUAGGUI_TEXT_FULL_CRM                                   |
|  E    |0PAK_4MSWNKJ6SYH9OCEQW1347VEB1|D      |CUSTOMER|BP: Central Data                                            |
|  E    |0PAK_4MSWNKQVBX2Z6YY71V5GHXD0T|D      |CUSTOMER|Upload Sample Hierarchy                                     |
|  E    |0PAK_4MSWNKYJUVOOPLHN7P7SRZBQL|D      |CUSTOMER|BP: Texts                                                   |
|  E    |0PAK_4MSWNL68DUAE8813DJA521AGD|D      |CUSTOMER|BP: Standard Address                                        |
|  E    |0PAK_4MSWNLDWWSW3QUKJJDCHC3965|D      |CUSTOMER|Channel Management related BP relations                     |
|  E    |0PAK_4MSWNLLLFRHT9H3ZP7ETM57VX|D      |CUSTOMER|Uploading Channel management BP relationships               |
|  E    |0PAK_4MSWNLT9YQ3IS3NFV1H5W76LP|D      |CUSTOMER|ED: Attribute BP:User Name 11062001                         |
|  E    |0PAK_4MSWNM0YHOP8AQ6W0VJI695BH|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNM8N0NAXTCQC6PLUGB419|D      |CUSTOMER|0CRM_CASE_ATTR_INIT_CRM                                     |
|  E    |0PAK_4MSWNMGBJLWNBZ9SCJO6QD2R1|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNMO02KICULT8IDQJ0F1GT|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNMVOLJ42D8COO7SVAH06L|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNN3D4HPRVUW4U1V7KIYWD|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNNB1NGBHEHFKZVXJUKXM5|D      |CUSTOMER|0CRM_CASE_ATTR_DELTA_CRM                                    |
|  E    |0PAK_4MSWNNIQ6EX6X3Z15PZW4MWBX|D      |CUSTOMER|channel partners                                            |
